Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2271  1.3630    -3.3568 -0.1223
      1  -1.7039  1.2013    -3.6388 -0.9980
      2  -2.0002  1.1723    -4.1941 -1.4639
      3  -2.1768  1.1967    -4.7298 -1.6837
      4  -2.8917  1.7956    -7.6920 -1.7939
      5  -2.3748  1.2437    -5.2652 -1.8176
      6  -2.3029  1.3954    -6.0486 -1.6270
      7  -2.1335  1.1997    -4.6635 -1.6292
      8  -2.0362  0.9246    -2.6207 -1.7540
      9  -1.9952  0.7453    -2.3756 -1.8565
     10  -1.9636  0.5908    -2.3566 -1.8618
     11  -2.1714  0.8797    -2.8925 -1.8710
     12  -2.0832  0.8710    -2.6272 -1.8614
     13  -2.2972  1.1117    -4.2253 -1.8729
     14  -2.1748  0.8377    -2.6777 -1.8772
     15  -2.2042  0.7676    -2.6571 -1.9133
     16  -2.8247  1.6631    -7.4435 -1.8601
     17  -2.5852  1.2984    -5.8917 -1.9179
     18  -2.4397  0.9878    -3.6090 -1.9503
     19  -2.3316  0.7709    -3.0745 -1.9578

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0961  0.0616     0.0001  0.1892
      1   0.0949  0.0617     0.0001  0.1890
      2   0.0942  0.0622     0.0001  0.1890
      3   0.0920  0.0625     0.0001  0.1885
      4   0.0387  0.0412     0.0000  0.1225
      5   0.0503  0.0429     0.0000  0.1340
      6   0.0449  0.0395     0.0000  0.1201
      7   0.0534  0.0416     0.0001  0.1308
      8   0.0592  0.0409     0.0001  0.1349
      9   0.0655  0.0413     0.0035  0.1412
     10   0.0706  0.0414     0.0085  0.1460
     11   0.0415  0.0267     0.0001  0.0872
     12   0.0444  0.0275     0.0001  0.0910
     13   0.0315  0.0212     0.0001  0.0665
     14   0.0342  0.0204     0.0003  0.0679
     15   0.0354  0.0210     0.0012  0.0705
     16   0.0128  0.0108     0.0000  0.0297
     17   0.0144  0.0104     0.0000  0.0307
     18   0.0154  0.0101     0.0001  0.0313
     19   0.0169  0.0100     0.0003  0.0324

