trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  941 530.00  0.00 800.00  4.30  0
  1  652 370.00  0.00 800.00  3.00  1
  2  707 400.00  0.00 800.00  4.30  0
  3  742 420.00  0.00 800.00  3.00  1
  4  725 410.00  0.00 800.00  4.30  1
  5  657 370.00  0.00 800.00 12.90  0
  6  707 400.00  0.00 800.00  4.30  0
  7 1417 790.00  0.00 800.00 52.00  0
  8  725 410.00  0.00 800.00  4.30  1
  9  799 450.00  0.00 800.00  8.60  1
 10 1421 790.00  0.00 800.00 520.00  0
 11 1420 790.00  0.00 800.00 260.00  0
 12 1421 790.00  0.00 800.00 260.00  0
 13 1420 770.00  0.00 800.00 520.00  0
 14 1420 790.00  0.00 800.00 520.00  0
 15  835 470.00  0.00 800.00  8.60  1
 16  856 480.00  0.00 800.00 17.20  0
 17  872 490.00  0.00 800.00 10.80  0
 18  871 490.00  0.00 800.00  8.60  0
 19  456 260.00  0.00 800.00  6.44  1
