Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.0229  1.9424    -9.1433 -3.1809
      1  -4.4991  1.1116    -6.2266 -3.0218
      2  -3.5862  0.7193    -4.4690 -2.9245
      3  -3.9813  0.5664    -4.6322 -3.6192
      4  -4.1346  0.4910    -4.7025 -3.9538
      5  -4.2824  0.4870    -4.8970 -4.1032
      6  -4.2166  0.3341    -4.4967 -4.0991
      7  -4.2305  0.2551    -4.4786 -4.2231
      8  -4.2231  0.1816    -4.4757 -4.2236
      9  -4.2200  0.1348    -4.4741 -4.2238
     10  -4.2177  0.1029    -4.4724 -4.2240
     11  -4.2849  0.2514    -4.7044 -4.2259
     12  -4.2329  0.2052    -4.5960 -4.2228
     13  -4.2182  0.1563    -4.4743 -4.2227
     14  -4.2170  0.1197    -4.4731 -4.2231
     15  -4.2163  0.0954    -4.4723 -4.2234
     16  -4.2158  0.0793    -4.4715 -4.2237
     17  -4.2199  0.0622    -4.4718 -4.2271
     18  -4.2206  0.0537    -4.4718 -4.2278
     19  -4.2203  0.0491    -4.4714 -4.2278

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1011  0.0592     0.0054  0.1898
      1   0.1011  0.0592     0.0055  0.1898
      2   0.1012  0.0594     0.0049  0.1899
      3   0.1016  0.0591     0.0055  0.1899
      4   0.1043  0.0585     0.0073  0.1904
      5   0.1023  0.0593     0.0061  0.1902
      6   0.1143  0.0554     0.0156  0.1917
      7   0.1215  0.0527     0.0234  0.1926
      8   0.1232  0.0512     0.0289  0.1927
      9   0.1242  0.0503     0.0321  0.1928
     10   0.1254  0.0494     0.0353  0.1929
     11   0.0693  0.0393     0.0143  0.1433
     12   0.0764  0.0412     0.0165  0.1527
     13   0.0818  0.0411     0.0204  0.1569
     14   0.0826  0.0407     0.0219  0.1572
     15   0.0832  0.0405     0.0231  0.1575
     16   0.0838  0.0402     0.0242  0.1577
     17   0.0876  0.0398     0.0281  0.1605
     18   0.0882  0.0396     0.0292  0.1608
     19   0.0884  0.0395     0.0297  0.1609

