Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.3471  1.5177    -4.6421 -0.2519
      1  -3.4765  0.9348    -4.7300 -2.4222
      2  -2.8259  0.7569    -3.5924 -2.2732
      3  -2.5417  0.7297    -3.1027 -2.1198
      4  -2.7188  0.6904    -3.2166 -2.4412
      5  -2.7202  0.5341    -3.1487 -2.6434
      6  -3.0267  0.9415    -4.4056 -2.6456
      7  -3.0918  0.8583    -4.2928 -2.6987
      8  -3.5182  1.2524    -6.4970 -2.6958
      9  -3.3264  0.9734    -4.8328 -2.7877
     10  -3.2023  0.7803    -4.0100 -2.8189
     11  -3.1183  0.6281    -3.6702 -2.8255
     12  -3.1943  0.6039    -3.7328 -2.9227
     13  -3.1611  0.4553    -3.6583 -2.9273
     14  -3.0886  0.6601    -3.6530 -2.7707
     15  -3.0416  0.5134    -3.5310 -2.7875
     16  -2.9834  0.4624    -3.4128 -2.7481
     17  -2.9424  0.3907    -3.3817 -2.7339
     18  -2.9493  0.3085    -3.3802 -2.8158
     19  -2.9298  0.2470    -3.3539 -2.8139

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1002  0.0595     0.0037  0.1897
      1   0.0997  0.0596     0.0035  0.1896
      2   0.0989  0.0599     0.0027  0.1894
      3   0.0986  0.0602     0.0025  0.1895
      4   0.1005  0.0598     0.0026  0.1898
      5   0.1100  0.0574     0.0094  0.1913
      6   0.0498  0.0395     0.0001  0.1247
      7   0.0499  0.0391     0.0001  0.1246
      8   0.0201  0.0172     0.0000  0.0501
      9   0.0235  0.0174     0.0001  0.0532
     10   0.0268  0.0177     0.0001  0.0565
     11   0.0298  0.0179     0.0015  0.0599
     12   0.0295  0.0175     0.0017  0.0588
     13   0.0306  0.0172     0.0041  0.0595
     14   0.0239  0.0138     0.0008  0.0462
     15   0.0255  0.0137     0.0025  0.0474
     16   0.0271  0.0144     0.0033  0.0505
     17   0.0290  0.0149     0.0048  0.0534
     18   0.0306  0.0148     0.0072  0.0546
     19   0.0322  0.0149     0.0081  0.0563

