Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.6071  2.1699    -9.1009 -2.3808
      1  -3.8202  1.1968    -5.6835 -2.2007
      2  -4.7433  0.7539    -5.7719 -3.9719
      3  -4.3252  0.5604    -4.9957 -3.8553
      4  -4.0550  0.4977    -4.5859 -3.7172
      5  -4.2315  0.4427    -4.6953 -4.0404
      6  -4.1974  0.3397    -4.4767 -4.0461
      7  -4.2214  0.2457    -4.4764 -4.2214
      8  -4.2174  0.1810    -4.4739 -4.2220
      9  -4.2189  0.1350    -4.4736 -4.2235
     10  -4.2195  0.1052    -4.4734 -4.2242
     11  -4.2959  0.2553    -4.7149 -4.2274
     12  -4.2860  0.2019    -4.7030 -4.2277
     13  -4.2339  0.1588    -4.5937 -4.2242
     14  -4.2352  0.1271    -4.5907 -4.2260
     15  -4.2317  0.1037    -4.5640 -4.2261
     16  -4.2304  0.0900    -4.5514 -4.2262
     17  -4.2311  0.0818    -4.5507 -4.2269
     18  -4.2290  0.0745    -4.5265 -4.2269
     19  -4.2269  0.0683    -4.4924 -4.2269

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1011  0.0590     0.0059  0.1897
      1   0.1009  0.0590     0.0058  0.1897
      2   0.1007  0.0591     0.0055  0.1897
      3   0.1021  0.0586     0.0070  0.1899
      4   0.1013  0.0587     0.0067  0.1897
      5   0.1038  0.0585     0.0077  0.1903
      6   0.1131  0.0559     0.0144  0.1916
      7   0.1216  0.0525     0.0243  0.1926
      8   0.1233  0.0511     0.0294  0.1927
      9   0.1243  0.0503     0.0324  0.1928
     10   0.1249  0.0498     0.0343  0.1928
     11   0.0677  0.0394     0.0130  0.1420
     12   0.0698  0.0389     0.0157  0.1434
     13   0.0769  0.0408     0.0181  0.1528
     14   0.0781  0.0405     0.0202  0.1535
     15   0.0793  0.0401     0.0220  0.1541
     16   0.0799  0.0399     0.0229  0.1544
     17   0.0804  0.0397     0.0237  0.1546
     18   0.0813  0.0394     0.0250  0.1551
     19   0.0822  0.0392     0.0264  0.1557

