Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2129  1.3768    -3.4825 -0.1199
      1  -1.7177  1.2402    -4.0014 -1.0644
      2  -2.0096  1.2319    -4.6481 -1.4497
      3  -2.2170  1.3017    -5.4443 -1.6632
      4  -3.3154  2.1006    -8.3212 -1.6365
      5  -4.8132  2.3528    -8.9532 -1.4285
      6  -3.9975  1.9245    -8.1956 -1.5579
      7  -3.8855  1.7360    -7.7257 -1.8843
      8  -4.7717  1.8088    -8.3844 -2.0146
      9  -4.7795  1.6600    -8.1753 -2.4719
     10  -4.2535  1.3485    -6.7698 -2.4349
     11  -4.6898  1.2856    -7.1205 -2.9786
     12  -4.4025  1.0902    -6.1340 -2.9637
     13  -4.5925  0.9744    -6.1456 -3.4338
     14  -4.5884  0.8645    -6.0042 -3.5113
     15  -4.3560  0.7731    -5.5567 -3.3804
     16  -4.4988  0.6968    -5.6446 -3.6873
     17  -4.3181  0.6438    -5.3353 -3.5354
     18  -4.2162  0.5836    -5.1513 -3.4823
     19  -4.3132  0.5229    -5.1976 -3.7014

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0963  0.0618     0.0001  0.1894
      1   0.0957  0.0624     0.0001  0.1894
      2   0.0949  0.0631     0.0001  0.1895
      3   0.0919  0.0642     0.0001  0.1893
      4   0.0223  0.0275     0.0000  0.0766
      5   0.0057  0.0052     0.0000  0.0122
      6   0.0066  0.0058     0.0000  0.0137
      7   0.0077  0.0055     0.0000  0.0145
      8   0.0059  0.0038     0.0000  0.0094
      9   0.0067  0.0034     0.0000  0.0100
     10   0.0071  0.0035     0.0000  0.0111
     11   0.0070  0.0034     0.0000  0.0108
     12   0.0074  0.0034     0.0001  0.0116
     13   0.0077  0.0035     0.0001  0.0121
     14   0.0080  0.0033     0.0002  0.0122
     15   0.0082  0.0034     0.0003  0.0126
     16   0.0085  0.0036     0.0003  0.0129
     17   0.0087  0.0037     0.0004  0.0131
     18   0.0090  0.0039     0.0004  0.0135
     19   0.0095  0.0042     0.0005  0.0138

