Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.8347  1.7524    -5.6005 -0.3027
      1  -1.5469  1.1303    -3.1008 -0.1702
      2  -2.3077  0.7855    -3.1612 -1.6134
      3  -2.7109  0.6607    -3.3704 -2.3385
      4  -2.5319  0.5488    -2.9636 -2.2368
      5  -2.3920  0.5310    -2.8008 -2.1413
      6  -2.2603  0.9890    -3.0402 -1.4879
      7  -2.1300  0.9111    -2.6376 -1.3625
      8  -1.9716  1.2902    -4.5615 -0.7437
      9  -2.0082  1.0456    -2.8741 -1.2249
     10  -2.0607  0.8910    -2.6276 -1.5703
     11  -2.0519  0.7067    -2.5642 -1.6832
     12  -2.1326  0.6847    -2.6074 -1.8577
     13  -2.1611  0.5949    -2.6085 -1.8994
     14  -2.1174  0.4583    -2.5312 -1.8989
     15  -2.1312  0.3735    -2.5332 -1.9527
     16  -2.1354  0.2958    -2.5301 -2.0244
     17  -2.2626  0.5576    -2.7439 -2.1137
     18  -2.4753  0.8822    -3.2746 -2.1215
     19  -2.3956  0.6724    -2.9409 -2.1245

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1007  0.0593     0.0048  0.1897
      1   0.1012  0.0591     0.0056  0.1898
      2   0.1010  0.0593     0.0051  0.1898
      3   0.1011  0.0594     0.0048  0.1899
      4   0.1052  0.0580     0.0082  0.1904
      5   0.1038  0.0582     0.0082  0.1902
      6   0.0447  0.0374     0.0001  0.1171
      7   0.0461  0.0387     0.0001  0.1223
      8   0.0201  0.0165     0.0000  0.0484
      9   0.0238  0.0171     0.0001  0.0529
     10   0.0273  0.0181     0.0001  0.0579
     11   0.0300  0.0182     0.0017  0.0606
     12   0.0309  0.0188     0.0019  0.0626
     13   0.0335  0.0197     0.0032  0.0672
     14   0.0358  0.0197     0.0064  0.0691
     15   0.0385  0.0202     0.0080  0.0729
     16   0.0407  0.0203     0.0094  0.0750
     17   0.0258  0.0131     0.0028  0.0464
     18   0.0176  0.0099     0.0001  0.0322
     19   0.0188  0.0095     0.0009  0.0328

