Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.1787  2.4098    -9.0576 -1.5585
      1  -7.1760  1.3326    -7.4441 -5.3969
      2  -6.0372  0.7995    -7.0969 -5.2871
      3  -5.6227  0.6185    -6.3224 -5.1719
      4  -5.3325  0.5833    -5.9065 -4.9571
      5  -5.5164  0.4784    -6.0104 -5.3352
      6  -5.6744  0.8522    -6.5588 -5.0849
      7  -5.7854  0.7790    -6.6345 -5.5012
      8  -5.7454  0.6069    -6.2804 -5.5509
      9  -5.7914  0.4859    -6.2748 -5.6750
     10  -5.7755  0.3726    -6.1142 -5.6921
     11  -5.7862  0.2743    -6.0929 -5.7405
     12  -5.7855  0.2050    -6.0541 -5.7530
     13  -5.5080  1.1555    -6.6909 -3.1517
     14  -5.5819  0.8827    -6.4119 -4.8669
     15  -5.6234  0.6754    -6.3095 -5.1734
     16  -5.6663  0.5352    -6.2963 -5.3286
     17  -5.7572  0.8320    -6.6432 -5.2253
     18  -5.7940  0.6451    -6.5681 -5.3552
     19  -5.7810  0.5236    -6.4789 -5.3897

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1016  0.0588     0.0065  0.1898
      1   0.1017  0.0588     0.0067  0.1898
      2   0.1005  0.0593     0.0051  0.1897
      3   0.1015  0.0589     0.0060  0.1898
      4   0.1007  0.0595     0.0050  0.1898
      5   0.1030  0.0586     0.0069  0.1901
      6   0.0466  0.0388     0.0001  0.1218
      7   0.0505  0.0411     0.0001  0.1309
      8   0.0587  0.0419     0.0018  0.1390
      9   0.0655  0.0428     0.0052  0.1461
     10   0.0724  0.0425     0.0102  0.1513
     11   0.0740  0.0419     0.0138  0.1520
     12   0.0756  0.0413     0.0164  0.1528
     13   0.0154  0.0114     0.0000  0.0330
     14   0.0166  0.0109     0.0001  0.0335
     15   0.0173  0.0106     0.0002  0.0337
     16   0.0186  0.0105     0.0009  0.0345
     17   0.0124  0.0074     0.0001  0.0231
     18   0.0128  0.0072     0.0003  0.0234
     19   0.0137  0.0072     0.0006  0.0243

