Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6121  2.7299    -9.0003 -0.4851
      1  -2.3007  1.4596    -4.5802 -0.2497
      2  -3.4483  0.8688    -4.6920 -2.4298
      3  -4.1199  0.6302    -4.8422 -3.6800
      4  -4.4177  0.6099    -5.0901 -4.1167
      5  -4.2227  0.4637    -4.6723 -4.0033
      6  -4.2505  0.3625    -4.6639 -4.2195
      7  -4.2183  0.2512    -4.4745 -4.2198
      8  -4.2196  0.1869    -4.4738 -4.2219
      9  -4.2240  0.1416    -4.4735 -4.2270
     10  -4.2237  0.1117    -4.4732 -4.2275
     11  -4.2236  0.0919    -4.4729 -4.2279
     12  -4.3110  0.2565    -4.7256 -4.2318
     13  -4.2880  0.1820    -4.7031 -4.2312
     14  -4.2812  0.1503    -4.6946 -4.2312
     15  -4.2771  0.1327    -4.6892 -4.2311
     16  -4.2725  0.1213    -4.6835 -4.2309
     17  -4.2291  0.0755    -4.5092 -4.2280
     18  -4.2296  0.0696    -4.5083 -4.2286
     19  -4.2298  0.0665    -4.5073 -4.2288

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1019  0.0587     0.0070  0.1899
      2   0.1014  0.0589     0.0063  0.1898
      3   0.1011  0.0592     0.0054  0.1898
      4   0.1009  0.0598     0.0046  0.1899
      5   0.1037  0.0588     0.0065  0.1903
      6   0.1133  0.0560     0.0133  0.1916
      7   0.1217  0.0525     0.0240  0.1926
      8   0.1232  0.0513     0.0288  0.1927
      9   0.1276  0.0489     0.0365  0.1932
     10   0.1282  0.0484     0.0383  0.1932
     11   0.1288  0.0479     0.0402  0.1932
     12   0.0710  0.0403     0.0130  0.1460
     13   0.0743  0.0395     0.0175  0.1481
     14   0.0757  0.0391     0.0202  0.1489
     15   0.0768  0.0387     0.0219  0.1494
     16   0.0781  0.0384     0.0235  0.1502
     17   0.0843  0.0397     0.0262  0.1578
     18   0.0850  0.0395     0.0277  0.1581
     19   0.0853  0.0394     0.0282  0.1582

