Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.9061  2.0051    -9.1314 -2.9465
      1  -4.3628  1.1551    -6.1875 -2.7797
      2  -3.4625  0.7352    -4.4521 -2.6760
      3  -2.9443  0.6240    -3.5807 -2.4955
      4  -2.7717  0.5562    -3.2334 -2.4022
      5  -2.9273  0.4924    -3.3388 -2.7213
      6  -2.9420  0.3742    -3.3276 -2.9074
      7  -2.9114  0.2756    -3.1589 -2.9073
      8  -2.9136  0.2074    -3.1585 -2.9130
      9  -3.2775  1.0766    -5.4081 -2.6955
     10  -4.0177  2.0047    -8.4809 -1.0288
     11  -3.8201  1.6825    -7.9658 -1.4979
     12  -3.6660  1.3570    -6.9742 -2.2632
     13  -3.5733  1.0853    -5.5109 -2.6732
     14  -3.5167  0.8748    -4.8478 -2.7816
     15  -3.4014  0.7210    -4.4002 -2.7886
     16  -3.3239  0.5964    -4.1486 -2.7897
     17  -3.2593  0.5069    -3.9505 -2.7721
     18  -3.2948  0.4340    -3.9550 -2.9170
     19  -3.2483  0.3738    -3.8806 -2.9105

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0588     0.0065  0.1899
      1   0.1024  0.0587     0.0067  0.1900
      2   0.1027  0.0587     0.0067  0.1900
      3   0.1013  0.0594     0.0049  0.1900
      4   0.1039  0.0591     0.0062  0.1905
      5   0.1075  0.0574     0.0089  0.1907
      6   0.1159  0.0546     0.0174  0.1919
      7   0.1237  0.0512     0.0284  0.1928
      8   0.1297  0.0484     0.0383  0.1935
      9   0.0302  0.0237     0.0000  0.0713
     10   0.0061  0.0074     0.0000  0.0180
     11   0.0079  0.0076     0.0000  0.0194
     12   0.0094  0.0075     0.0000  0.0201
     13   0.0104  0.0072     0.0000  0.0205
     14   0.0110  0.0069     0.0001  0.0207
     15   0.0121  0.0072     0.0002  0.0228
     16   0.0131  0.0074     0.0005  0.0243
     17   0.0141  0.0076     0.0008  0.0256
     18   0.0151  0.0078     0.0010  0.0265
     19   0.0160  0.0080     0.0013  0.0273

