Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.5324  1.4683    -4.2260 -0.1528
      1  -2.2076  1.3356    -5.3332 -1.3414
      2  -2.7565  1.4711    -6.8559 -1.9576
      3  -3.1087  1.6391    -7.6370 -2.2538
      4  -4.1163  2.0919    -8.6779 -2.4352
      5  -2.9084  1.0033    -4.6627 -2.4031
      6  -3.4500  1.3590    -6.9162 -2.5060
      7  -3.1369  0.9451    -4.5023 -2.5466
      8  -3.4411  1.0777    -5.5416 -2.6986
      9  -3.2935  0.8232    -4.2407 -2.7368
     10  -3.5427  0.9759    -5.0449 -2.9061
     11  -3.4413  0.7654    -4.2359 -2.9334
     12  -3.3794  0.6024    -3.9915 -2.9479
     13  -3.2656  0.6419    -3.8937 -2.8364
     14  -3.2831  0.5201    -3.8719 -2.9429
     15  -3.2034  0.4919    -3.6884 -2.9141
     16  -3.1705  0.3959    -3.6587 -2.9145
     17  -3.0711  0.5377    -3.6153 -2.7026
     18  -3.0018  0.9313    -3.8523 -2.3604
     19  -2.9414  0.7117    -3.6003 -2.4058

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0954  0.0615     0.0001  0.1891
      1   0.0934  0.0620     0.0001  0.1887
      2   0.0868  0.0630     0.0001  0.1874
      3   0.0814  0.0635     0.0001  0.1863
      4   0.0413  0.0477     0.0001  0.1483
      5   0.0622  0.0520     0.0001  0.1659
      6   0.0249  0.0229     0.0000  0.0665
      7   0.0297  0.0235     0.0001  0.0719
      8   0.0209  0.0159     0.0001  0.0476
      9   0.0236  0.0159     0.0001  0.0502
     10   0.0183  0.0128     0.0001  0.0390
     11   0.0203  0.0127     0.0001  0.0405
     12   0.0219  0.0126     0.0011  0.0417
     13   0.0206  0.0117     0.0008  0.0392
     14   0.0221  0.0118     0.0018  0.0406
     15   0.0228  0.0121     0.0022  0.0417
     16   0.0241  0.0121     0.0035  0.0434
     17   0.0191  0.0096     0.0014  0.0333
     18   0.0126  0.0071     0.0001  0.0216
     19   0.0131  0.0068     0.0002  0.0219

