Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.0171  2.4026    -7.8859 -0.4226
      1  -5.9343  1.3619    -8.1043 -4.0785
      2  -4.8487  0.8093    -6.0121 -3.9758
      3  -4.3063  0.6116    -4.9977 -3.8014
      4  -4.0232  0.5790    -4.5866 -3.5982
      5  -4.2262  0.4578    -4.6983 -4.0298
      6  -4.1918  0.3591    -4.4768 -4.0367
      7  -4.2206  0.2491    -4.4765 -4.2212
      8  -4.2172  0.1854    -4.4745 -4.2218
      9  -4.2965  0.4311    -4.7277 -4.2191
     10  -4.2837  0.3278    -4.7104 -4.2212
     11  -4.2294  0.2786    -4.6141 -4.2186
     12  -4.2266  0.2126    -4.5931 -4.2197
     13  -4.2316  0.1603    -4.5901 -4.2234
     14  -4.2279  0.1272    -4.5562 -4.2238
     15  -4.2295  0.1046    -4.5549 -4.2251
     16  -4.2312  0.0898    -4.5544 -4.2267
     17  -4.2299  0.0807    -4.5400 -4.2268
     18  -4.2309  0.0748    -4.5401 -4.2277
     19  -4.2316  0.0713    -4.5400 -4.2284

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1013  0.0589     0.0064  0.1898
      1   0.1011  0.0588     0.0065  0.1897
      2   0.1009  0.0590     0.0059  0.1897
      3   0.1010  0.0591     0.0056  0.1898
      4   0.0999  0.0594     0.0049  0.1895
      5   0.1033  0.0588     0.0067  0.1902
      6   0.1127  0.0562     0.0131  0.1916
      7   0.1214  0.0527     0.0237  0.1926
      8   0.1228  0.0515     0.0282  0.1927
      9   0.0635  0.0405     0.0063  0.1394
     10   0.0665  0.0399     0.0101  0.1414
     11   0.0738  0.0420     0.0124  0.1513
     12   0.0751  0.0415     0.0150  0.1519
     13   0.0768  0.0409     0.0178  0.1528
     14   0.0785  0.0404     0.0204  0.1537
     15   0.0791  0.0402     0.0216  0.1540
     16   0.0803  0.0398     0.0232  0.1546
     17   0.0808  0.0396     0.0241  0.1549
     18   0.0817  0.0394     0.0254  0.1554
     19   0.0825  0.0392     0.0267  0.1558

