Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.3147  1.7868    -9.1732 -3.7429
      1  -4.7939  0.9778    -6.2584 -3.5586
      2  -5.5251  0.6990    -6.3650 -5.0085
      3  -5.9172  0.6754    -6.5926 -5.5856
      4  -6.0826  0.6762    -6.8786 -5.8480
      5  -6.0118  0.4823    -6.3333 -5.8567
      6  -5.7846  0.8480    -6.4303 -5.2186
      7  -5.8860  0.9129    -6.5802 -5.2149
      8  -5.9470  0.6835    -6.5023 -5.7778
      9  -5.9800  0.5127    -6.4524 -5.8129
     10  -5.9986  0.3921    -6.4165 -5.8273
     11  -6.0080  0.3095    -6.3902 -5.8355
     12  -6.0127  0.2554    -6.3693 -5.8407
     13  -6.0154  0.2212    -6.3508 -5.8445
     14  -6.0163  0.2007    -6.3369 -5.8463
     15  -6.0170  0.1875    -6.3220 -5.8485
     16  -6.0170  0.1797    -6.3184 -5.8495
     17  -6.0168  0.1746    -6.3180 -5.8501
     18  -6.0168  0.1703    -6.3174 -5.8512
     19  -6.0165  0.1674    -6.3171 -5.8516

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1012  0.0591     0.0053  0.1898
      1   0.1009  0.0593     0.0047  0.1898
      2   0.1005  0.0595     0.0041  0.1897
      3   0.0978  0.0603     0.0024  0.1893
      4   0.0965  0.0604     0.0024  0.1890
      5   0.1101  0.0569     0.0095  0.1911
      6   0.0578  0.0439     0.0001  0.1410
      7   0.0524  0.0402     0.0001  0.1266
      8   0.0560  0.0394     0.0005  0.1288
      9   0.0584  0.0387     0.0042  0.1301
     10   0.0604  0.0381     0.0075  0.1313
     11   0.0618  0.0378     0.0093  0.1321
     12   0.0629  0.0375     0.0109  0.1328
     13   0.0638  0.0372     0.0123  0.1335
     14   0.0643  0.0371     0.0134  0.1338
     15   0.0650  0.0369     0.0143  0.1343
     16   0.0654  0.0368     0.0149  0.1345
     17   0.0657  0.0367     0.0153  0.1347
     18   0.0662  0.0366     0.0159  0.1350
     19   0.0664  0.0365     0.0163  0.1351

