Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.7257  2.2364    -7.3213 -0.3934
      1  -5.6360  1.2095    -7.5325 -4.0459
      2  -4.7170  0.7619    -5.7630 -3.9621
      3  -4.3032  0.6056    -4.9943 -3.8034
      4  -4.5993  0.4835    -5.1396 -4.3120
      5  -4.4450  0.4690    -4.8918 -4.2285
      6  -4.1959  0.8458    -4.9223 -3.1220
      7  -4.0775  0.8201    -4.7110 -2.8902
      8  -4.2128  0.5569    -4.7030 -3.9543
      9  -4.1788  0.4621    -4.5680 -3.9634
     10  -3.9802  0.8435    -4.6272 -2.8898
     11  -4.0641  0.6049    -4.5420 -3.6228
     12  -3.9552  0.6495    -4.4668 -3.4001
     13  -3.8681  0.6568    -4.4217 -3.2042
     14  -3.8144  0.6144    -4.3093 -3.1225
     15  -3.8719  0.4423    -4.2879 -3.4916
     16  -3.9138  0.3392    -4.2911 -3.7071
     17  -3.9382  0.2627    -4.2946 -3.7727
     18  -3.9534  0.2060    -4.2993 -3.8620
     19  -3.9447  0.1656    -4.2138 -3.8639

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1012  0.0590     0.0060  0.1898
      1   0.1007  0.0592     0.0056  0.1897
      2   0.1007  0.0592     0.0054  0.1897
      3   0.1014  0.0590     0.0059  0.1898
      4   0.1027  0.0586     0.0071  0.1900
      5   0.1030  0.0586     0.0069  0.1901
      6   0.0485  0.0406     0.0001  0.1279
      7   0.0512  0.0427     0.0001  0.1354
      8   0.0612  0.0433     0.0024  0.1442
      9   0.0680  0.0443     0.0050  0.1512
     10   0.0294  0.0222     0.0001  0.0683
     11   0.0332  0.0220     0.0010  0.0714
     12   0.0290  0.0195     0.0005  0.0619
     13   0.0283  0.0200     0.0006  0.0632
     14   0.0297  0.0212     0.0010  0.0672
     15   0.0324  0.0210     0.0026  0.0692
     16   0.0358  0.0212     0.0050  0.0728
     17   0.0388  0.0213     0.0077  0.0755
     18   0.0414  0.0214     0.0095  0.0784
     19   0.0437  0.0216     0.0112  0.0809

