Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.3007  1.3945    -3.6351 -0.1293
      1  -0.7308  1.3324    -2.8375 -0.0672
      2  -0.4828  1.3610    -2.7862 -0.0386
      3  -0.6012  1.3421    -2.8891 -0.1503
      4  -0.4413  1.0423    -0.7605 -0.1389
      5  -0.3837  0.8029    -0.6248 -0.2772
      6  -0.3268  0.5732    -0.5333 -0.2775
      7  -0.3016  0.4164    -0.5315 -0.2786
      8  -0.2937  0.3080    -0.5307 -0.2838
      9  -0.2848  0.2188    -0.5294 -0.2839
     10  -0.2813  0.1607    -0.5291 -0.2841
     11  -0.3630  0.4080    -0.7611 -0.2869
     12  -0.3443  0.3013    -0.7494 -0.2867
     13  -0.3307  0.2279    -0.7380 -0.2864
     14  -0.3250  0.1777    -0.7332 -0.2864
     15  -0.3185  0.1446    -0.7249 -0.2862
     16  -0.3185  0.1261    -0.7250 -0.2869
     17  -0.3189  0.1153    -0.7253 -0.2875
     18  -0.3193  0.1092    -0.7256 -0.2879
     19  -0.3151  0.1023    -0.7183 -0.2877

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0958  0.0617     0.0001  0.1892
      1   0.0964  0.0614     0.0001  0.1892
      2   0.0982  0.0612     0.0001  0.1896
      3   0.0964  0.0619     0.0001  0.1895
      4   0.1084  0.0587     0.0033  0.1912
      5   0.1179  0.0553     0.0140  0.1923
      6   0.1209  0.0530     0.0231  0.1926
      7   0.1225  0.0517     0.0279  0.1927
      8   0.1270  0.0493     0.0353  0.1931
      9   0.1278  0.0486     0.0378  0.1932
     10   0.1282  0.0482     0.0391  0.1932
     11   0.0737  0.0409     0.0158  0.1506
     12   0.0756  0.0404     0.0185  0.1516
     13   0.0777  0.0400     0.0213  0.1531
     14   0.0786  0.0397     0.0225  0.1536
     15   0.0802  0.0395     0.0241  0.1546
     16   0.0808  0.0393     0.0252  0.1550
     17   0.0815  0.0391     0.0263  0.1553
     18   0.0821  0.0389     0.0274  0.1556
     19   0.0833  0.0387     0.0286  0.1564

