Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.2298  1.9657    -6.3635 -0.3429
      1  -1.6806  1.1815    -3.3608 -0.1843
      2  -2.4405  0.8105    -3.4206 -1.6284
      3  -2.8392  0.6457    -3.5730 -2.3862
      4  -3.1274  0.6095    -3.7850 -2.8437
      5  -2.9378  0.5208    -3.3700 -2.7041
      6  -2.8921  0.3876    -3.1603 -2.7063
      7  -2.9133  0.2883    -3.1600 -2.9062
      8  -2.9032  0.2076    -3.1564 -2.9068
      9  -2.9046  0.1513    -3.1561 -2.9100
     10  -2.8995  0.1106    -3.1526 -2.9101
     11  -2.9025  0.0794    -3.1526 -2.9135
     12  -2.9219  0.2149    -3.2088 -2.9129
     13  -2.9085  0.1581    -3.1567 -2.9128
     14  -2.9048  0.1143    -3.1547 -2.9130
     15  -2.9001  0.2091    -3.1540 -2.9054
     16  -2.9026  0.1549    -3.1537 -2.9102
     17  -2.9036  0.1159    -3.1535 -2.9127
     18  -2.9016  0.0858    -3.1523 -2.9128
     19  -2.9022  0.0640    -3.1522 -2.9139

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1007  0.0592     0.0052  0.1897
      1   0.1011  0.0591     0.0056  0.1898
      2   0.1010  0.0591     0.0056  0.1897
      3   0.1015  0.0588     0.0062  0.1898
      4   0.1008  0.0594     0.0052  0.1898
      5   0.1039  0.0590     0.0067  0.1905
      6   0.1127  0.0564     0.0136  0.1917
      7   0.1223  0.0525     0.0239  0.1928
      8   0.1248  0.0507     0.0304  0.1929
      9   0.1269  0.0491     0.0363  0.1931
     10   0.1307  0.0471     0.0431  0.1935
     11   0.1344  0.0449     0.0505  0.1938
     12   0.0897  0.0435     0.0225  0.1678
     13   0.0947  0.0426     0.0282  0.1705
     14   0.0961  0.0420     0.0309  0.1710
     15   0.0700  0.0336     0.0186  0.1288
     16   0.0729  0.0329     0.0227  0.1306
     17   0.0755  0.0326     0.0261  0.1328
     18   0.0778  0.0323     0.0289  0.1347
     19   0.0800  0.0320     0.0314  0.1364

