Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.9252  1.9942    -9.1332 -2.9899
      1  -7.6688  1.1389    -5.6190 -6.3786
      2  -8.3165  0.8737    -3.2929 -7.5869
      3  -7.8197  0.7992    -8.8054 -7.3819
      4  -7.5574  0.7929    -8.2982 -7.1161
      5  -6.7094  1.8026    -8.7871 -2.2091
      6  -6.9614  1.4681    -8.7576 -3.7751
      7  -7.2264  1.2265    -8.8135 -5.6634
      8  -7.4345  1.1061    -8.9170 -6.5843
      9  -7.3683  0.9169    -8.5491 -6.7505
     10  -7.4387  0.7328    -8.5103 -6.9504
     11  -7.6228  0.8053    -8.8241 -7.1378
     12  -7.5695  0.6591    -8.5002 -7.1497
     13  -7.5290  0.5385    -8.2458 -7.1537
     14  -7.6212  0.4953    -8.3352 -7.3346
     15  -7.6774  0.4317    -8.3626 -7.4104
     16  -7.6427  0.3501    -8.1567 -7.4077
     17  -7.6515  0.2947    -8.1516 -7.4210
     18  -7.6884  0.2652    -8.1635 -7.4818
     19  -7.6542  0.2187    -8.1163 -7.4675

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1013  0.0591     0.0057  0.1898
      1   0.1011  0.0591     0.0054  0.1898
      2   0.1029  0.0583     0.0077  0.1900
      3   0.0985  0.0596     0.0048  0.1894
      4   0.0964  0.0600     0.0032  0.1887
      5   0.0167  0.0168     0.0000  0.0465
      6   0.0186  0.0167     0.0000  0.0481
      7   0.0217  0.0176     0.0001  0.0527
      8   0.0240  0.0187     0.0001  0.0571
      9   0.0274  0.0197     0.0005  0.0616
     10   0.0294  0.0196     0.0017  0.0634
     11   0.0265  0.0183     0.0011  0.0584
     12   0.0294  0.0188     0.0022  0.0616
     13   0.0320  0.0192     0.0036  0.0649
     14   0.0345  0.0204     0.0043  0.0694
     15   0.0372  0.0213     0.0058  0.0738
     16   0.0400  0.0215     0.0079  0.0765
     17   0.0412  0.0213     0.0091  0.0775
     18   0.0438  0.0220     0.0103  0.0814
     19   0.0467  0.0225     0.0127  0.0850

