Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.2612  1.3714    -7.0115 -5.6066
      1  -8.1335  1.0617    -3.8112 -7.2606
      2  -8.5523  0.9401    -2.2678 -7.9589
      3  -8.7918  0.8747    -1.3785 -8.3841
      4  -8.9239  0.7678    -1.0039 -8.6854
      5  -8.0027  2.0641    -1.9070 -2.5113
      6  -8.3621  1.6115    -1.7393 -4.4898
      7  -6.6799  2.7027    -4.4728 -1.0427
      8  -7.2914  2.3788    -3.6623 -1.5801
      9  -7.7700  1.9650    -3.2038 -2.6383
     10  -8.0867  1.5581    -2.9568 -4.6530
     11  -8.2747  1.2197    -2.8264 -7.0164
     12  -8.3787  0.9699    -2.7584 -7.3841
     13  -8.4739  0.8098    -2.5706 -7.6087
     14  -8.5222  0.6891    -2.5035 -7.6942
     15  -8.5754  0.6013    -2.3731 -7.8068
     16  -8.6189  0.5367    -2.2558 -7.9142
     17  -8.6357  0.4965    -2.2266 -7.9413
     18  -8.6654  0.4617    -2.1370 -7.9948
     19  -8.6728  0.4445    -2.1264 -8.0119

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0998  0.0600     0.0023  0.1897
      1   0.1008  0.0594     0.0035  0.1897
      2   0.1038  0.0585     0.0062  0.1902
      3   0.1076  0.0574     0.0087  0.1908
      4   0.1148  0.0558     0.0141  0.1919
      5   0.0300  0.0288     0.0000  0.0825
      6   0.0333  0.0284     0.0000  0.0852
      7   0.0062  0.0077     0.0000  0.0185
      8   0.0081  0.0079     0.0000  0.0199
      9   0.0096  0.0078     0.0000  0.0207
     10   0.0107  0.0075     0.0000  0.0215
     11   0.0113  0.0072     0.0001  0.0220
     12   0.0117  0.0071     0.0003  0.0223
     13   0.0125  0.0073     0.0006  0.0238
     14   0.0131  0.0074     0.0007  0.0246
     15   0.0139  0.0076     0.0009  0.0256
     16   0.0147  0.0078     0.0011  0.0264
     17   0.0154  0.0079     0.0013  0.0269
     18   0.0162  0.0080     0.0015  0.0275
     19   0.0167  0.0080     0.0017  0.0280

