Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.0936  1.4256    -4.1340 -0.2244
      1  -3.0964  0.9432    -4.2069 -2.1465
      2  -3.6275  0.7832    -4.4439 -3.0954
      3  -3.9291  0.7812    -4.9124 -3.5408
      4  -3.7205  0.6305    -4.1785 -3.4534
      5  -3.6196  1.1094    -5.9331 -2.6522
      6  -3.4999  1.0197    -5.1238 -2.6454
      7  -3.4564  1.5903    -7.5973 -1.4764
      8  -3.2958  1.2649    -6.2397 -1.8730
      9  -3.1958  0.9946    -4.2617 -2.1007
     10  -3.2451  0.7788    -3.9449 -2.5764
     11  -3.2761  0.6186    -3.8988 -2.8359
     12  -3.3099  0.5065    -3.8850 -2.9716
     13  -3.2168  0.5074    -3.6977 -2.9188
     14  -3.2300  0.4061    -3.6865 -2.9724
     15  -3.3492  0.5110    -3.9076 -3.0631
     16  -3.5742  0.8987    -4.6994 -3.0125
     17  -3.5278  0.6926    -4.3741 -3.0884
     18  -3.4747  0.5481    -4.1610 -3.1151
     19  -3.7144  0.9343    -4.9442 -3.0273

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0996  0.0600     0.0026  0.1896
      1   0.0993  0.0601     0.0024  0.1896
      2   0.0990  0.0603     0.0022  0.1896
      3   0.0985  0.0610     0.0017  0.1897
      4   0.1015  0.0600     0.0023  0.1901
      5   0.0438  0.0395     0.0000  0.1205
      6   0.0477  0.0417     0.0000  0.1293
      7   0.0158  0.0159     0.0000  0.0436
      8   0.0181  0.0158     0.0000  0.0455
      9   0.0196  0.0155     0.0001  0.0465
     10   0.0223  0.0158     0.0001  0.0492
     11   0.0248  0.0161     0.0009  0.0521
     12   0.0273  0.0165     0.0020  0.0548
     13   0.0268  0.0161     0.0019  0.0538
     14   0.0288  0.0162     0.0033  0.0555
     15   0.0234  0.0132     0.0016  0.0446
     16   0.0136  0.0086     0.0001  0.0263
     17   0.0142  0.0083     0.0002  0.0265
     18   0.0152  0.0083     0.0007  0.0271
     19   0.0092  0.0053     0.0001  0.0159

