Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.0795  2.4673    -9.0477 -1.3636
      1  -3.0318  1.3459    -5.1353 -1.1463
      2  -1.9813  0.8555    -3.1213 -0.9984
      3  -1.4507  0.6838    -2.1089 -0.8707
      4  -1.1756  0.6157    -1.6916 -0.8109
      5  -1.0169  0.5673    -1.4546 -0.6927
      6  -1.0995  0.4711    -1.4908 -0.9366
      7  -1.0952  0.3509    -1.4796 -1.0583
      8  -1.0778  0.2570    -1.4271 -1.0606
      9  -1.0713  0.1934    -1.4097 -1.0617
     10  -1.0677  0.1516    -1.3946 -1.0618
     11  -1.0659  0.1255    -1.3853 -1.0620
     12  -1.0693  0.1047    -1.3868 -1.0653
     13  -0.9298  0.2516    -1.3091 -0.8151
     14  -1.0353  0.2448    -1.3230 -0.8681
     15  -1.0630  0.1960    -1.3395 -1.0019
     16  -1.0712  0.1534    -1.3497 -1.0674
     17  -1.0611  0.1182    -1.3172 -1.0667
     18  -1.0565  0.0928    -1.3136 -1.0664
     19  -1.0617  0.0700    -1.3139 -1.0717

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1025  0.0584     0.0078  0.1899
      1   0.1025  0.0584     0.0077  0.1899
      2   0.1029  0.0582     0.0080  0.1899
      3   0.1031  0.0581     0.0084  0.1899
      4   0.1028  0.0579     0.0089  0.1898
      5   0.1023  0.0577     0.0093  0.1895
      6   0.1103  0.0556     0.0143  0.1909
      7   0.1147  0.0535     0.0214  0.1914
      8   0.1176  0.0518     0.0272  0.1917
      9   0.1186  0.0511     0.0297  0.1918
     10   0.1195  0.0505     0.0317  0.1918
     11   0.1200  0.0501     0.0331  0.1919
     12   0.1216  0.0492     0.0362  0.1920
     13   0.0682  0.0411     0.0142  0.1495
     14   0.0568  0.0305     0.0139  0.1115
     15   0.0604  0.0310     0.0160  0.1160
     16   0.0634  0.0312     0.0184  0.1192
     17   0.0669  0.0313     0.0213  0.1226
     18   0.0696  0.0313     0.0234  0.1252
     19   0.0728  0.0314     0.0262  0.1286

