Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.0280  2.2203    -7.9060 -0.2898
      1  -4.9334  1.7650    -8.7422 -3.2089
      2  -6.1548  1.6074    -9.0902 -4.4931
      3  -4.9606  0.7566    -6.0503 -4.3424
      4  -5.3644  0.6924    -6.2770 -4.8869
      5  -5.6970  0.7168    -6.6820 -5.2984
      6  -5.8946  0.7487    -7.1233 -5.5609
      7  -5.7568  0.5262    -6.2586 -5.5576
      8  -5.8028  0.4229    -6.2542 -5.7145
      9  -5.7799  0.3020    -6.0535 -5.7276
     10  -5.7866  0.2251    -6.0527 -5.7664
     11  -5.7840  0.1664    -6.0495 -5.7755
     12  -5.7836  0.1290    -6.0481 -5.7818
     13  -5.7948  0.0951    -6.0486 -5.8027
     14  -5.7909  0.0706    -6.0446 -5.8027
     15  -5.7907  0.0563    -6.0441 -5.8028
     16  -5.7914  0.0459    -6.0441 -5.8034
     17  -5.7918  0.0392    -6.0441 -5.8038
     18  -5.7918  0.0358    -6.0440 -5.8038
     19  -5.7909  0.0306    -6.0431 -5.8038

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0970  0.0592     0.0042  0.1888
      1   0.0908  0.0592     0.0027  0.1870
      2   0.0769  0.0561     0.0021  0.1797
      3   0.0927  0.0591     0.0031  0.1873
      4   0.0834  0.0565     0.0026  0.1818
      5   0.0732  0.0538     0.0014  0.1735
      6   0.0681  0.0525     0.0012  0.1687
      7   0.0822  0.0529     0.0044  0.1765
      8   0.0908  0.0526     0.0080  0.1801
      9   0.0984  0.0504     0.0162  0.1823
     10   0.0998  0.0496     0.0198  0.1826
     11   0.1016  0.0486     0.0237  0.1829
     12   0.1025  0.0481     0.0258  0.1831
     13   0.1085  0.0469     0.0314  0.1849
     14   0.1126  0.0456     0.0366  0.1860
     15   0.1131  0.0453     0.0379  0.1861
     16   0.1135  0.0450     0.0390  0.1861
     17   0.1138  0.0448     0.0399  0.1862
     18   0.1140  0.0447     0.0403  0.1862
     19   0.1168  0.0439     0.0437  0.1869

