trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1390 780.00  0.00 800.00  3.00  0
  1  695 390.00  0.00 800.00 21.50  1
  2  608 340.00  0.00 800.00 104.00  1
  3  611 340.00  0.00 800.00 520.00  0
  4  663 370.00  0.00 800.00 156.00  1
  5  664 370.00  0.00 800.00 260.00  1
  6  754 420.00  0.00 800.00 260.00  1
  7  611 340.00  0.00 800.00 520.00  0
  8  736 410.00  0.00 800.00 260.00  1
  9  629 350.00  0.00 800.00 520.00  0
 10  736 410.00  0.00 800.00 156.00  1
 11  736 400.00  0.00 800.00 520.00  0
 12  736 420.00  0.00 800.00 520.00  0
 13  754 420.00  0.00 800.00 260.00  1
 14  611 340.00  0.00 800.00 520.00  0
 15  754 400.00  0.00 800.00 520.00  0
 16  754 440.00  0.00 800.00 156.00  1
 17  754 440.00  0.00 800.00 156.00  1
 18  754 440.00  0.00 800.00 520.00  0
 19  611 340.00  0.00 800.00 520.00  0
