trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  752 420.00  0.00 800.00 104.00  0
  1  745 420.00  0.00 800.00  8.60  1
  2  822 460.00  0.00 800.00 26.00  0
  3  695 390.00  0.00 800.00 21.50  0
  4  693 390.00  0.00 800.00 12.90  1
  5  783 440.00  0.00 800.00 12.90  1
  6  713 400.00  0.00 800.00 21.50  0
  7  676 380.00  0.00 800.00 17.20  1
  8  676 400.00  0.00 800.00 12.90  1
  9  713 400.00  0.00 800.00 21.50  0
 10  783 440.00  0.00 800.00 12.90  1
 11  642 360.00  0.00 800.00 26.00  0
 12  695 390.00  0.00 800.00 21.50  0
 13  694 390.00  0.00 800.00 17.20  0
 14  676 380.00  0.00 800.00 17.20  0
 15  676 390.00  0.00 800.00 12.90  0
 16  730 410.00  0.00 800.00 17.20  0
 17  638 360.00  0.00 800.00 10.80  1
 18  730 430.00  0.00 800.00 12.90  0
 19  656 370.00  0.00 800.00 10.80  1
