Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.3663  1.3773    -6.4586 -5.5659
      1  -6.4722  1.0072    -7.6314 -5.2087
      2  -5.8633  0.8951    -6.6963 -4.6198
      3  -5.4397  0.9660    -6.2933 -3.8771
      4  -5.1236  1.0216    -6.0380 -3.3715
      5  -4.7628  1.0954    -5.8195 -2.8147
      6  -4.2458  1.2519    -5.7508 -1.9555
      7  -3.6219  1.5462    -6.6380 -1.0258
      8  -3.5416  1.3506    -5.3726 -1.1553
      9  -3.8690  1.0523    -5.2577 -2.3776
     10  -4.0175  0.8607    -5.2112 -2.9712
     11  -3.7373  0.9223    -4.9551 -2.6490
     12  -3.8339  0.7760    -4.9175 -2.9959
     13  -3.9152  0.6705    -4.9186 -3.2306
     14  -3.8048  0.5957    -4.6853 -3.1953
     15  -3.7324  0.5221    -4.5019 -3.1785
     16  -3.5372  0.6857    -4.4262 -2.8351
     17  -3.5811  0.5827    -4.4193 -2.9811
     18  -3.5298  0.5077    -4.3041 -2.9704
     19  -3.5723  0.4448    -4.3201 -3.0920

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1022  0.0598     0.0011  0.1901
      1   0.0997  0.0608     0.0006  0.1898
      2   0.0932  0.0623     0.0001  0.1889
      3   0.0736  0.0604     0.0001  0.1826
      4   0.0504  0.0481     0.0001  0.1514
      5   0.0295  0.0297     0.0001  0.0874
      6   0.0145  0.0125     0.0000  0.0357
      7   0.0078  0.0057     0.0000  0.0151
      8   0.0086  0.0054     0.0000  0.0158
      9   0.0097  0.0058     0.0001  0.0181
     10   0.0106  0.0061     0.0001  0.0192
     11   0.0095  0.0054     0.0001  0.0170
     12   0.0103  0.0056     0.0001  0.0182
     13   0.0110  0.0058     0.0003  0.0191
     14   0.0117  0.0061     0.0005  0.0200
     15   0.0124  0.0063     0.0007  0.0205
     16   0.0096  0.0047     0.0003  0.0151
     17   0.0101  0.0048     0.0004  0.0163
     18   0.0106  0.0049     0.0006  0.0172
     19   0.0112  0.0050     0.0007  0.0179

