trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1343 750.00  0.00 800.00 21.50  0
  1  695 390.00  0.00 800.00 21.50  1
  2  698 390.00  0.00 800.00 104.00  0
  3  661 370.00  0.00 800.00 52.00  0
  4  732 410.00  0.00 800.00 26.00  1
  5  822 460.00  0.00 800.00 26.00  1
  6  679 380.00  0.00 800.00 52.00  0
  7  571 320.00  0.00 800.00 52.00  0
  8  822 460.00  0.00 800.00 26.00  1
  9  804 450.00  0.00 800.00 26.00  1
 10  804 460.00  0.00 800.00 21.50  1
 11  697 390.00  0.00 800.00 52.00  1
 12  805 450.00  0.00 800.00 52.00  0
 13  751 420.00  0.00 800.00 52.00  0
 14  733 410.00  0.00 800.00 52.00  0
 15  733 390.00  0.00 800.00 26.00  1
 16  715 400.00  0.00 800.00 52.00  0
 17  715 410.00  0.00 800.00 26.00  1
 18  715 390.00  0.00 800.00 104.00  0
 19  715 380.00  0.00 800.00 104.00  0
