Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.1183  2.2092    -7.8415 -0.3045
      1  -4.7525  1.7197    -8.5868 -2.9700
      2  -6.2811  1.5233    -9.0924 -4.7639
      3  -5.1375  0.7183    -6.0759 -4.6283
      4  -4.8302  0.5909    -5.4136 -4.4914
      5  -5.0136  0.5708    -5.5284 -4.8065
      6  -5.0394  0.4358    -5.5097 -5.0046
      7  -5.0474  0.3406    -5.4956 -5.0109
      8  -5.6057  1.4548    -8.1397 -2.5334
      9  -5.7006  1.2031    -7.8757 -4.3162
     10  -5.5498  0.9228    -6.8574 -4.8131
     11  -5.4832  0.7298    -6.4180 -4.9492
     12  -5.3558  0.6620    -6.1500 -4.8749
     13  -5.3078  0.5506    -5.9875 -4.8949
     14  -5.3975  0.5001    -6.0208 -5.0572
     15  -5.4902  0.4939    -6.0738 -5.2015
     16  -5.4562  0.4102    -6.0026 -5.1974
     17  -5.5061  0.3567    -6.0175 -5.2916
     18  -5.5041  0.2894    -6.0014 -5.2951
     19  -5.5433  0.2540    -6.0156 -5.3392

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0978  0.0592     0.0046  0.1889
      1   0.0943  0.0590     0.0041  0.1879
      2   0.0797  0.0571     0.0022  0.1819
      3   0.0973  0.0599     0.0030  0.1890
      4   0.1050  0.0603     0.0039  0.1911
      5   0.1035  0.0602     0.0034  0.1907
      6   0.1104  0.0575     0.0099  0.1915
      7   0.1142  0.0556     0.0158  0.1919
      8   0.0127  0.0111     0.0000  0.0309
      9   0.0140  0.0108     0.0000  0.0318
     10   0.0163  0.0112     0.0001  0.0339
     11   0.0182  0.0113     0.0002  0.0359
     12   0.0194  0.0116     0.0004  0.0379
     13   0.0210  0.0119     0.0012  0.0397
     14   0.0221  0.0122     0.0016  0.0411
     15   0.0220  0.0122     0.0016  0.0411
     16   0.0237  0.0124     0.0026  0.0434
     17   0.0252  0.0128     0.0035  0.0458
     18   0.0258  0.0126     0.0047  0.0461
     19   0.0272  0.0130     0.0060  0.0479

