trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1391 780.00  0.00 800.00  4.30  0
  1  676 380.00  0.00 800.00 17.20  1
  2  716 400.00  0.00 800.00 104.00  1
  3  611 340.00  0.00 800.00 520.00  0
  4  753 420.00  0.00 800.00 156.00  0
  5  806 450.00  0.00 800.00 104.00  1
  6  753 420.00  0.00 800.00 104.00  1
  7  753 410.00  0.00 800.00 104.00  1
  8  753 440.00  0.00 800.00 260.00  1
  9    7  10.00  0.00 800.00  8.60  1
 10  791 440.00  0.00 800.00 520.00  0
 11  737 410.00  0.00 800.00 520.00  0
 12  736 410.00  0.00 800.00 260.00  0
 13  808 450.00  0.00 800.00 260.00  0
 14  771 430.00  0.00 800.00 156.00  1
 15  664 370.00  0.00 800.00 260.00  1
 16  826 460.00  0.00 800.00 260.00  0
 17  610 340.00  0.00 800.00 260.00  1
 18  826 480.00  0.00 800.00 520.00  0
 19  628 350.00  0.00 800.00 260.00  1
