Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.2301  2.3840    -9.0630 -1.6529
      1  -3.3093  1.3330    -5.3983 -1.4434
      2  -4.3683  0.7878    -5.4990 -3.4772
      3  -4.8914  0.5954    -5.6379 -4.4471
      4  -5.1716  0.5517    -5.7896 -4.8497
      5  -5.3570  0.5873    -6.1802 -5.1192
      6  -5.2540  0.3550    -5.5384 -5.1102
      7  -5.2776  0.2778    -5.5298 -5.2729
      8  -5.2701  0.1895    -5.5268 -5.2735
      9  -5.2687  0.1419    -5.5256 -5.2738
     10  -5.2682  0.1120    -5.5250 -5.2740
     11  -5.2710  0.0886    -5.5248 -5.2763
     12  -5.2733  0.0722    -5.5246 -5.2785
     13  -5.2736  0.0640    -5.5244 -5.2789
     14  -5.2731  0.0576    -5.5241 -5.2789
     15  -5.2728  0.0539    -5.5239 -5.2790
     16  -5.2723  0.0507    -5.5235 -5.2790
     17  -5.2720  0.0492    -5.5233 -5.2790
     18  -5.2727  0.0465    -5.5232 -5.2796
     19  -5.2730  0.0447    -5.5231 -5.2800

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1014  0.0589     0.0063  0.1898
      1   0.1014  0.0588     0.0066  0.1898
      2   0.1015  0.0589     0.0063  0.1898
      3   0.1009  0.0590     0.0059  0.1897
      4   0.0996  0.0591     0.0053  0.1894
      5   0.0980  0.0602     0.0041  0.1894
      6   0.1124  0.0564     0.0124  0.1915
      7   0.1204  0.0534     0.0202  0.1925
      8   0.1222  0.0520     0.0261  0.1926
      9   0.1230  0.0513     0.0286  0.1927
     10   0.1235  0.0508     0.0301  0.1927
     11   0.1250  0.0497     0.0339  0.1928
     12   0.1269  0.0486     0.0378  0.1930
     13   0.1274  0.0482     0.0392  0.1930
     14   0.1276  0.0480     0.0399  0.1931
     15   0.1278  0.0478     0.0403  0.1931
     16   0.1280  0.0476     0.0412  0.1931
     17   0.1281  0.0475     0.0415  0.1931
     18   0.1290  0.0470     0.0433  0.1932
     19   0.1297  0.0465     0.0449  0.1932

