Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.4737  2.1019    -6.8344 -0.3674
      1  -5.1424  1.2043    -7.0250 -3.5443
      2  -6.0636  0.8068    -7.2110 -5.2945
      3  -5.5098  0.5880    -6.1876 -5.1193
      4  -5.3523  0.5052    -5.8538 -5.0447
      5  -5.2036  0.4998    -5.6861 -4.8407
      6  -5.2728  0.3395    -5.6911 -5.2682
      7  -5.2747  0.2596    -5.6741 -5.2696
      8  -5.2871  0.1886    -5.6726 -5.2763
      9  -5.2902  0.1474    -5.6703 -5.2779
     10  -5.2894  0.1215    -5.6629 -5.2780
     11  -5.2910  0.1046    -5.6621 -5.2793
     12  -5.2916  0.0952    -5.6613 -5.2799
     13  -5.2912  0.0895    -5.6586 -5.2799
     14  -5.2908  0.0862    -5.6564 -5.2799
     15  -5.2902  0.0836    -5.6530 -5.2799
     16  -5.2907  0.0819    -5.6529 -5.2805
     17  -5.2901  0.0803    -5.6492 -5.2804
     18  -5.2897  0.0793    -5.6468 -5.2804
     19  -5.2896  0.0789    -5.6459 -5.2804

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1008  0.0592     0.0055  0.1897
      1   0.1007  0.0592     0.0056  0.1897
      2   0.1004  0.0594     0.0055  0.1897
      3   0.1007  0.0592     0.0052  0.1897
      4   0.1035  0.0585     0.0070  0.1901
      5   0.1013  0.0591     0.0060  0.1898
      6   0.1129  0.0554     0.0153  0.1914
      7   0.1146  0.0542     0.0197  0.1916
      8   0.1184  0.0521     0.0266  0.1919
      9   0.1196  0.0513     0.0295  0.1920
     10   0.1202  0.0508     0.0312  0.1921
     11   0.1213  0.0501     0.0336  0.1922
     12   0.1219  0.0496     0.0351  0.1922
     13   0.1221  0.0495     0.0356  0.1922
     14   0.1223  0.0493     0.0360  0.1923
     15   0.1226  0.0491     0.0367  0.1923
     16   0.1232  0.0487     0.0379  0.1923
     17   0.1235  0.0485     0.0386  0.1924
     18   0.1237  0.0484     0.0391  0.1924
     19   0.1237  0.0483     0.0393  0.1924

