trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0    6  10.00  0.00 800.00  6.44  1
  1  698 390.00  0.00 800.00 104.00  0
  2  674 380.00  0.00 800.00 10.80  0
  3  652 370.00  0.00 800.00  3.00  1
  4  654 370.00  0.00 800.00  6.44  1
  5  744 420.00  0.00 800.00  6.44  1
  6  674 380.00  0.00 800.00 10.80  1
  7  640 360.00  0.00 800.00 17.20  0
  8  656 370.00  0.00 800.00 10.80  0
  9  674 380.00  0.00 800.00 10.80  0
 10  763 430.00  0.00 800.00  8.60  1
 11  745 420.00  0.00 800.00  8.60  0
 12  836 470.00  0.00 800.00 10.80  0
 13  654 370.00  0.00 800.00  6.44  1
 14  763 430.00  0.00 800.00  8.60  0
 15  672 380.00  0.00 800.00  6.44  1
 16  692 390.00  0.00 800.00 10.80  0
 17  690 390.00  0.00 800.00  6.44  1
 18  781 440.00  0.00 800.00  8.60  1
 19  763 430.00  0.00 800.00  8.60  1
