Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.5685  2.7136    -8.9578 -0.4782
      1  -6.8755  1.4589    -9.2103 -4.8807
      2  -5.6228  0.8308    -6.8007 -4.7624
      3  -5.0837  0.6424    -5.7914 -4.5817
      4  -5.3939  0.5032    -5.9742 -5.1304
      5  -5.2375  0.4746    -5.7135 -5.0330
      6  -4.9576  0.8879    -5.7274 -3.7654
      7  -4.8381  0.8712    -5.5120 -3.5503
      8  -4.3093  1.3955    -6.0352 -1.3937
      9  -4.6144  1.0086    -5.6336 -3.0948
     10  -4.7704  0.8562    -5.5862 -3.9204
     11  -4.8208  0.6648    -5.4973 -4.3407
     12  -4.8623  0.5286    -5.4771 -4.5312
     13  -4.9557  0.5374    -5.5383 -4.6690
     14  -4.9284  0.4318    -5.4603 -4.6915
     15  -4.9810  0.3821    -5.4815 -4.7712
     16  -4.9605  0.3094    -5.4118 -4.7709
     17  -4.9917  0.2596    -5.4268 -4.8130
     18  -5.0095  0.2144    -5.4321 -4.8662
     19  -4.9943  0.1750    -5.3471 -4.8578

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1025  0.0585     0.0073  0.1899
      1   0.1031  0.0583     0.0078  0.1900
      2   0.1009  0.0590     0.0059  0.1897
      3   0.1005  0.0592     0.0054  0.1896
      4   0.1021  0.0588     0.0066  0.1900
      5   0.1027  0.0585     0.0068  0.1900
      6   0.0439  0.0373     0.0001  0.1155
      7   0.0447  0.0380     0.0001  0.1183
      8   0.0146  0.0131     0.0000  0.0376
      9   0.0179  0.0139     0.0000  0.0411
     10   0.0209  0.0151     0.0001  0.0462
     11   0.0230  0.0149     0.0002  0.0476
     12   0.0251  0.0150     0.0014  0.0496
     13   0.0245  0.0149     0.0012  0.0489
     14   0.0266  0.0150     0.0025  0.0514
     15   0.0284  0.0158     0.0034  0.0544
     16   0.0304  0.0159     0.0054  0.0566
     17   0.0325  0.0164     0.0072  0.0597
     18   0.0344  0.0166     0.0081  0.0616
     19   0.0364  0.0167     0.0094  0.0637

