Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2438  1.3484    -3.2239 -0.1248
      1  -1.7368  1.1753    -3.4943 -1.0705
      2  -2.0021  1.1085    -3.7321 -1.4957
      3  -2.1555  1.0854    -3.9508 -1.7120
      4  -2.6007  1.4430    -6.5087 -1.8762
      5  -3.6953  2.0536    -8.4293 -1.8633
      6  -5.1670  2.2887    -9.0112 -1.5279
      7  -5.2503  2.1885    -9.0092 -2.1282
      8  -4.2775  1.7190    -7.9636 -2.0983
      9  -3.8146  1.4237    -6.7888 -2.1429
     10  -3.7489  1.2491    -6.0366 -2.2684
     11  -4.2874  1.2722    -6.7038 -2.6745
     12  -4.8371  1.3975    -7.6362 -2.9218
     13  -4.8434  1.2493    -7.2829 -3.2434
     14  -4.5215  1.0297    -6.1898 -3.1815
     15  -4.8305  1.0103    -6.5111 -3.6055
     16  -4.6090  0.8813    -5.9309 -3.5110
     17  -4.6062  0.7797    -5.8280 -3.5890
     18  -4.8137  0.7382    -6.0049 -3.9486
     19  -4.6557  0.6629    -5.7029 -3.8250

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0963  0.0614     0.0001  0.1892
      1   0.0956  0.0616     0.0001  0.1890
      2   0.0948  0.0614     0.0001  0.1888
      3   0.0934  0.0612     0.0001  0.1882
      4   0.0624  0.0558     0.0000  0.1709
      5   0.0138  0.0153     0.0000  0.0413
      6   0.0052  0.0042     0.0000  0.0090
      7   0.0062  0.0038     0.0000  0.0099
      8   0.0066  0.0042     0.0000  0.0117
      9   0.0073  0.0044     0.0000  0.0126
     10   0.0079  0.0040     0.0001  0.0128
     11   0.0072  0.0034     0.0000  0.0112
     12   0.0064  0.0031     0.0000  0.0083
     13   0.0069  0.0027     0.0001  0.0087
     14   0.0072  0.0028     0.0001  0.0100
     15   0.0072  0.0028     0.0001  0.0099
     16   0.0074  0.0029     0.0001  0.0107
     17   0.0076  0.0026     0.0003  0.0108
     18   0.0077  0.0027     0.0003  0.0112
     19   0.0079  0.0029     0.0003  0.0117

