Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.6446  2.2092    -7.1880 -0.3837
      1  -1.8072  1.2397    -3.6095 -0.1973
      2  -0.9001  0.8795    -1.8382 -0.1038
      3  -1.4028  0.7560    -2.0543 -0.9356
      4  -1.5523  0.6625    -2.1060 -1.2901
      5  -1.7057  0.6587    -2.3558 -1.4605
      6  -2.1726  1.1268    -4.2764 -1.5945
      7  -1.9272  0.8358    -2.7653 -1.5900
      8  -2.0031  0.7708    -2.8353 -1.6553
      9  -1.9009  0.5910    -2.3445 -1.6482
     10  -1.9091  0.4789    -2.3332 -1.7683
     11  -1.8735  0.3494    -2.2317 -1.7705
     12  -1.8511  0.2643    -2.1091 -1.7647
     13  -1.8585  0.2030    -2.1090 -1.8558
     14  -1.8497  0.1512    -2.1036 -1.8557
     15  -1.8488  0.1148    -2.1034 -1.8565
     16  -1.8487  0.0897    -2.1032 -1.8573
     17  -1.8456  0.0708    -2.1009 -1.8570
     18  -1.8443  0.0591    -2.1001 -1.8568
     19  -1.8438  0.0514    -2.0997 -1.8568

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1007  0.0591     0.0058  0.1897
      1   0.1011  0.0591     0.0057  0.1898
      2   0.1017  0.0588     0.0064  0.1898
      3   0.0995  0.0595     0.0046  0.1895
      4   0.1027  0.0588     0.0061  0.1900
      5   0.1007  0.0595     0.0052  0.1898
      6   0.0402  0.0367     0.0001  0.1127
      7   0.0493  0.0381     0.0009  0.1224
      8   0.0516  0.0399     0.0015  0.1290
      9   0.0593  0.0403     0.0045  0.1362
     10   0.0654  0.0414     0.0073  0.1431
     11   0.0690  0.0406     0.0115  0.1452
     12   0.0738  0.0403     0.0157  0.1490
     13   0.0786  0.0402     0.0195  0.1529
     14   0.0823  0.0397     0.0234  0.1555
     15   0.0827  0.0394     0.0244  0.1557
     16   0.0832  0.0392     0.0256  0.1559
     17   0.0869  0.0391     0.0289  0.1588
     18   0.0900  0.0390     0.0314  0.1615
     19   0.0921  0.0387     0.0338  0.1628

