trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1293 720.00  0.00 800.00 156.00  0
  1  822 460.00  0.00 800.00 26.00  0
  2  654 370.00  0.00 800.00  6.44  0
  3  634 360.00  0.00 800.00  3.00  1
  4  742 420.00  0.00 800.00  3.00  1
  5  707 400.00  0.00 800.00  4.30  1
  6  672 380.00  0.00 800.00  6.44  1
  7  638 360.00  0.00 800.00 10.80  0
  8  654 370.00  0.00 800.00  6.44  1
  9  691 390.00  0.00 800.00  8.60  0
 10  636 360.00  0.00 800.00  6.44  1
 11  691 380.00  0.00 800.00 10.80  0
 12  780 440.00  0.00 800.00  6.44  0
 13  636 360.00  0.00 800.00  6.44  1
 14  673 380.00  0.00 800.00  8.60  0
 15  636 340.00  0.00 800.00  4.30  1
 16  636 360.00  0.00 800.00  4.30  1
 17  636 370.00  0.00 800.00  8.60  0
 18  636 370.00  0.00 800.00  8.60  0
 19  636 380.00  0.00 800.00  8.60  0
