Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.4888  1.3095    -6.1269 -6.0773
      1  -6.6285  0.9714    -7.7487 -5.8432
      2  -6.2079  0.8541    -6.9708 -5.5453
      3  -5.8688  0.9635    -6.5669 -4.4450
      4  -5.2588  1.5421    -6.9808 -1.6384
      5  -4.3241  2.0133    -7.9384 -0.6983
      6  -4.3009  1.8453    -7.0845 -0.7848
      7  -3.1666  2.2287    -7.9232 -0.3194
      8  -2.9059  2.0220    -6.9554 -0.3012
      9  -3.7316  1.7550    -7.1005 -0.9575
     10  -3.6513  1.5863    -6.2103 -1.0838
     11  -2.9602  1.6164    -6.0412 -0.6602
     12  -2.8461  1.4408    -5.3013 -0.6797
     13  -3.3404  1.2433    -5.4623 -1.6196
     14  -2.9229  1.1816    -4.8206 -1.2977
     15  -3.1718  1.0322    -4.8791 -1.9241
     16  -2.9351  0.9413    -4.3189 -1.7850
     17  -3.1432  0.8624    -4.4583 -2.1794
     18  -2.9805  0.7809    -4.1024 -2.1054
     19  -2.8278  0.7377    -3.8403 -1.9580

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0995  0.0602     0.0011  0.1896
      1   0.0978  0.0609     0.0001  0.1895
      2   0.0981  0.0611     0.0001  0.1896
      3   0.0897  0.0633     0.0001  0.1885
      4   0.0295  0.0341     0.0000  0.0983
      5   0.0071  0.0072     0.0000  0.0182
      6   0.0084  0.0072     0.0000  0.0193
      7   0.0049  0.0036     0.0000  0.0068
      8   0.0058  0.0032     0.0000  0.0069
      9   0.0058  0.0034     0.0000  0.0070
     10   0.0065  0.0029     0.0000  0.0073
     11   0.0062  0.0028     0.0000  0.0068
     12   0.0067  0.0024     0.0001  0.0069
     13   0.0068  0.0024     0.0001  0.0070
     14   0.0069  0.0025     0.0001  0.0070
     15   0.0071  0.0025     0.0001  0.0085
     16   0.0072  0.0026     0.0001  0.0096
     17   0.0074  0.0027     0.0002  0.0102
     18   0.0076  0.0028     0.0002  0.0110
     19   0.0077  0.0028     0.0003  0.0113

