Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.9873  1.8407    -5.8916 -0.3178
      1  -1.4423  1.1092    -2.8733 -0.1586
      2  -2.0710  0.8167    -2.9835 -1.3559
      3  -2.4645  0.6978    -3.1417 -2.0411
      4  -2.6152  0.6299    -3.2447 -2.3673
      5  -2.7772  0.6545    -3.5773 -2.5198
      6  -3.2388  1.0836    -5.6513 -2.6556
      7  -2.9354  0.6657    -3.6648 -2.6503
      8  -3.0061  0.6162    -3.7491 -2.7233
      9  -2.9194  0.4237    -3.3280 -2.7188
     10  -2.8774  0.3837    -3.1601 -2.6870
     11  -2.8434  0.3494    -3.1529 -2.6687
     12  -2.8276  0.2796    -3.1488 -2.6673
     13  -2.8108  0.2378    -3.1461 -2.6630
     14  -2.7960  0.2072    -3.1438 -2.6597
     15  -2.8664  0.1628    -3.1498 -2.7257
     16  -2.6902  0.4118    -3.1095 -2.5381
     17  -2.6529  0.3533    -3.0288 -2.5123
     18  -2.6579  0.2699    -3.0275 -2.6392
     19  -2.6609  0.2090    -3.0293 -2.6451

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1004  0.0594     0.0047  0.1897
      1   0.1006  0.0593     0.0048  0.1897
      2   0.1005  0.0593     0.0049  0.1897
      3   0.0998  0.0592     0.0047  0.1895
      4   0.1019  0.0587     0.0059  0.1898
      5   0.0989  0.0593     0.0048  0.1892
      6   0.0471  0.0424     0.0003  0.1325
      7   0.0587  0.0433     0.0022  0.1429
      8   0.0628  0.0454     0.0029  0.1508
      9   0.0709  0.0449     0.0079  0.1563
     10   0.0736  0.0451     0.0099  0.1593
     11   0.0743  0.0449     0.0117  0.1605
     12   0.0785  0.0451     0.0152  0.1642
     13   0.0814  0.0457     0.0172  0.1677
     14   0.0837  0.0462     0.0190  0.1705
     15   0.0983  0.0475     0.0240  0.1792
     16   0.0382  0.0197     0.0069  0.0707
     17   0.0397  0.0198     0.0078  0.0723
     18   0.0418  0.0194     0.0102  0.0738
     19   0.0436  0.0191     0.0129  0.0750

