Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2563  1.5341    -4.8249 -0.1162
      1  -1.8388  1.5237    -5.9495 -1.0430
      2  -2.3072  1.7140    -7.1322 -1.4130
      3  -2.9428  2.0692    -8.1495 -1.6258
      4  -4.8854  2.3781    -8.9895 -1.8503
      5  -6.2592  2.0501    -9.1883 -2.5060
      6  -5.1737  1.7559    -8.3593 -2.1722
      7  -5.2223  1.6202    -8.2058 -2.5917
      8  -5.8777  1.4766    -8.5695 -3.6142
      9  -5.4477  1.2108    -7.3932 -3.5841
     10  -5.8719  1.1986    -7.8481 -4.2508
     11  -5.7168  0.9974    -7.1687 -4.4326
     12  -5.9235  0.8980    -7.2913 -4.9575
     13  -5.8036  0.7579    -6.8800 -4.9562
     14  -5.9242  0.6649    -6.9455 -5.2625
     15  -5.8370  0.5718    -6.7130 -5.2202
     16  -5.9129  0.5002    -6.7438 -5.3795
     17  -6.0212  0.4711    -6.8150 -5.5632
     18  -5.9719  0.4061    -6.6825 -5.5541
     19  -6.0354  0.3698    -6.7266 -5.6462

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0935  0.0624     0.0001  0.1888
      1   0.0900  0.0634     0.0001  0.1883
      2   0.0822  0.0643     0.0001  0.1868
      3   0.0609  0.0605     0.0000  0.1779
      4   0.0099  0.0092     0.0000  0.0244
      5   0.0075  0.0049     0.0000  0.0132
      6   0.0073  0.0050     0.0000  0.0133
      7   0.0080  0.0047     0.0000  0.0135
      8   0.0081  0.0046     0.0000  0.0134
      9   0.0087  0.0050     0.0001  0.0147
     10   0.0085  0.0049     0.0001  0.0140
     11   0.0092  0.0051     0.0001  0.0160
     12   0.0098  0.0054     0.0001  0.0175
     13   0.0105  0.0056     0.0003  0.0186
     14   0.0113  0.0059     0.0005  0.0195
     15   0.0120  0.0061     0.0006  0.0202
     16   0.0127  0.0063     0.0008  0.0207
     17   0.0131  0.0064     0.0008  0.0216
     18   0.0138  0.0065     0.0010  0.0230
     19   0.0145  0.0067     0.0012  0.0242

