trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1326 740.00  0.00 800.00 26.00  1
  1 1043 580.00  0.00 800.00 520.00  0
  2  791 440.00  0.00 800.00 520.00  1
  3  881 490.00  0.00 800.00 520.00  1
  4  971 540.00  0.00 800.00 520.00  1
  5 1061 590.00  0.00 800.00 520.00  1
  6 1169 650.00  0.00 800.00 520.00  0
  7 1043 580.00  0.00 800.00 520.00  0
  8 1061 590.00  0.00 800.00 520.00  0
  9 1079 600.00  0.00 800.00 520.00  0
 10 1079 580.00  0.00 800.00 260.00  1
 11  935 520.00  0.00 800.00 520.00  1
 12 1061 590.00  0.00 800.00 520.00  0
 13 1079 600.00  0.00 800.00 520.00  0
 14  953 530.00  0.00 800.00 520.00  1
 15 1061 590.00  0.00 800.00 520.00  0
 16  953 510.00  0.00 800.00 260.00  1
 17  953 520.00  0.00 800.00 260.00  1
 18  953 520.00  0.00 800.00 260.00  1
 19  953 530.00  0.00 800.00 260.00  1
