Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.3373  2.3199    -9.0736 -1.8628
      1  -3.4204  1.2682    -5.4091 -1.6682
      2  -2.3882  0.8041    -3.4106 -1.5201
      3  -2.9615  0.6343    -3.6336 -2.5555
      4  -3.2624  0.6753    -4.0904 -2.9395
      5  -3.1635  0.4935    -3.4814 -2.9359
      6  -3.1788  0.3728    -3.4344 -3.0569
      7  -3.1746  0.2841    -3.4260 -3.1027
      8  -3.1735  0.2230    -3.4250 -3.1646
      9  -3.1567  0.1556    -3.4164 -3.1445
     10  -3.1566  0.1218    -3.4162 -3.1648
     11  -3.1593  0.0961    -3.4161 -3.1686
     12  -3.1613  0.0781    -3.4160 -3.1712
     13  -3.1639  0.0630    -3.4160 -3.1742
     14  -3.1614  0.0455    -3.4145 -3.1738
     15  -3.1605  0.0396    -3.4141 -3.1735
     16  -3.1607  0.0362    -3.4141 -3.1737
     17  -3.1612  0.0327    -3.4141 -3.1743
     18  -3.1613  0.0313    -3.4141 -3.1744
     19  -3.1575  0.0433    -3.4139 -3.1707

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1015  0.0588     0.0064  0.1898
      1   0.1014  0.0588     0.0066  0.1897
      2   0.1011  0.0587     0.0065  0.1896
      3   0.1001  0.0594     0.0049  0.1896
      4   0.0937  0.0607     0.0023  0.1885
      5   0.1067  0.0581     0.0077  0.1907
      6   0.1146  0.0551     0.0153  0.1917
      7   0.1172  0.0534     0.0214  0.1919
      8   0.1197  0.0519     0.0264  0.1921
      9   0.1267  0.0490     0.0368  0.1930
     10   0.1277  0.0482     0.0395  0.1931
     11   0.1294  0.0472     0.0430  0.1933
     12   0.1306  0.0464     0.0456  0.1934
     13   0.1320  0.0456     0.0485  0.1935
     14   0.1361  0.0438     0.0546  0.1940
     15   0.1394  0.0424     0.0593  0.1945
     16   0.1396  0.0422     0.0599  0.1945
     17   0.1399  0.0419     0.0608  0.1945
     18   0.1401  0.0418     0.0613  0.1945
     19   0.1384  0.0422     0.0596  0.1942

