Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6125  2.7298    -9.0003 -0.4856
      1  -6.9112  1.4652    -8.3967 -4.8873
      2  -5.6318  0.8367    -6.8077 -4.7637
      3  -5.0880  0.6401    -5.7925 -4.5868
      4  -4.7983  0.6152    -5.4001 -4.3523
      5  -4.5987  0.6830    -5.1334 -3.8013
      6  -4.0219  1.2034    -5.0038 -1.3143
      7  -4.4435  0.6751    -5.0189 -3.7540
      8  -4.3644  0.6308    -4.9294 -3.6758
      9  -4.4729  0.4123    -4.9340 -4.2636
     10  -4.4906  0.3015    -4.9262 -4.3492
     11  -4.5004  0.2304    -4.9216 -4.4450
     12  -4.5034  0.1838    -4.9179 -4.4801
     13  -4.4982  0.1494    -4.8984 -4.4803
     14  -4.4923  0.1253    -4.8712 -4.4805
     15  -4.4952  0.1104    -4.8711 -4.4832
     16  -4.4935  0.1016    -4.8615 -4.4833
     17  -4.4901  0.0934    -4.8376 -4.4833
     18  -4.4887  0.0891    -4.8246 -4.4833
     19  -4.4906  0.0850    -4.8257 -4.4851

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1017  0.0587     0.0068  0.1898
      2   0.1006  0.0592     0.0055  0.1897
      3   0.1005  0.0592     0.0054  0.1896
      4   0.0991  0.0594     0.0047  0.1894
      5   0.0970  0.0608     0.0035  0.1893
      6   0.0386  0.0390     0.0001  0.1191
      7   0.0506  0.0411     0.0011  0.1324
      8   0.0556  0.0437     0.0019  0.1423
      9   0.0656  0.0444     0.0053  0.1508
     10   0.0686  0.0437     0.0091  0.1525
     11   0.0715  0.0431     0.0124  0.1543
     12   0.0730  0.0427     0.0146  0.1551
     13   0.0744  0.0424     0.0164  0.1558
     14   0.0762  0.0420     0.0185  0.1569
     15   0.0774  0.0417     0.0204  0.1575
     16   0.0781  0.0416     0.0213  0.1578
     17   0.0793  0.0413     0.0226  0.1585
     18   0.0800  0.0412     0.0234  0.1589
     19   0.0808  0.0410     0.0245  0.1594

