Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.2447  1.8307    -9.1664 -3.6125
      1  -4.7209  1.0289    -6.2530 -3.4681
      2  -3.9256  0.7375    -4.7384 -3.2549
      3  -4.2427  0.5712    -4.8871 -3.9376
      4  -3.9774  0.6154    -4.4774 -3.7032
      5  -3.9544  0.4712    -4.4254 -3.7301
      6  -3.9457  0.3770    -4.4031 -3.7461
      7  -3.9412  0.3158    -4.3866 -3.7570
      8  -3.9629  0.2090    -4.3856 -3.8368
      9  -3.9676  0.1680    -4.3843 -3.8690
     10  -3.9661  0.1491    -4.3792 -3.8709
     11  -3.9685  0.1341    -4.3788 -3.8919
     12  -3.9699  0.1259    -4.3786 -3.9082
     13  -3.9691  0.1215    -4.3754 -3.9085
     14  -3.9708  0.1172    -4.3755 -3.9310
     15  -3.9718  0.1148    -4.3754 -3.9459
     16  -3.9707  0.1124    -4.3709 -3.9455
     17  -3.9700  0.1110    -4.3680 -3.9454
     18  -3.9720  0.1081    -4.3685 -3.9546
     19  -3.9725  0.1073    -4.3685 -3.9552

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1005  0.0593     0.0048  0.1897
      1   0.0999  0.0595     0.0043  0.1896
      2   0.0992  0.0599     0.0036  0.1895
      3   0.1023  0.0592     0.0053  0.1901
      4   0.0979  0.0604     0.0023  0.1895
      5   0.1019  0.0586     0.0075  0.1899
      6   0.1039  0.0575     0.0111  0.1901
      7   0.1055  0.0567     0.0141  0.1903
      8   0.1088  0.0550     0.0192  0.1906
      9   0.1102  0.0543     0.0218  0.1908
     10   0.1107  0.0540     0.0227  0.1908
     11   0.1116  0.0535     0.0242  0.1909
     12   0.1123  0.0531     0.0254  0.1910
     13   0.1126  0.0529     0.0260  0.1910
     14   0.1134  0.0525     0.0274  0.1911
     15   0.1140  0.0522     0.0283  0.1912
     16   0.1143  0.0520     0.0289  0.1912
     17   0.1146  0.0518     0.0294  0.1912
     18   0.1156  0.0514     0.0307  0.1913
     19   0.1160  0.0512     0.0313  0.1914

