Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.8726  1.3785    -3.6650 -0.1992
      1  -2.7565  1.0107    -3.9030 -1.8759
      2  -2.2241  0.8910    -2.9491 -1.6904
      3  -2.3680  0.7797    -2.9841 -2.0689
      4  -2.2132  0.7582    -2.6241 -1.9356
      5  -2.1432  0.5794    -2.3750 -1.9402
      6  -2.1470  0.4360    -2.3734 -2.1190
      7  -2.1635  0.6754    -2.3734 -1.9327
      8  -2.2114  1.2346    -4.9549 -1.4745
      9  -2.2975  1.1888    -4.8526 -1.7537
     10  -2.2679  1.0002    -3.1560 -1.8971
     11  -2.2165  0.7872    -2.5380 -1.9926
     12  -2.1759  0.5970    -2.3757 -2.1136
     13  -2.1461  0.4366    -2.3726 -2.1155
     14  -2.1372  0.3345    -2.3710 -2.1217
     15  -2.1230  0.2449    -2.3666 -2.1217
     16  -2.1338  0.2884    -2.3703 -2.1244
     17  -2.1228  0.2095    -2.3665 -2.1245
     18  -2.1172  0.1536    -2.3645 -2.1246
     19  -2.1162  0.1153    -2.3643 -2.1254

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0987  0.0604     0.0015  0.1895
      1   0.0980  0.0607     0.0013  0.1895
      2   0.0974  0.0608     0.0004  0.1893
      3   0.1015  0.0597     0.0025  0.1900
      4   0.1032  0.0593     0.0026  0.1902
      5   0.1125  0.0566     0.0102  0.1916
      6   0.1219  0.0527     0.0232  0.1927
      7   0.0945  0.0534     0.0055  0.1823
      8   0.0421  0.0329     0.0000  0.1005
      9   0.0464  0.0349     0.0000  0.1080
     10   0.0537  0.0358     0.0001  0.1158
     11   0.0596  0.0353     0.0012  0.1205
     12   0.0637  0.0343     0.0086  0.1231
     13   0.0652  0.0335     0.0137  0.1236
     14   0.0688  0.0332     0.0174  0.1268
     15   0.0716  0.0326     0.0222  0.1288
     16   0.0666  0.0307     0.0190  0.1194
     17   0.0689  0.0301     0.0229  0.1210
     18   0.0712  0.0297     0.0261  0.1227
     19   0.0733  0.0295     0.0286  0.1245

