Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6123  2.7299    -9.0003 -0.4853
      1  -6.9114  1.4648    -8.3963 -4.8877
      2  -5.6319  0.8356    -6.8073 -4.7641
      3  -6.1806  0.6261    -6.9503 -5.7575
      4  -5.8917  0.5197    -6.4608 -5.5948
      5  -5.7302  0.5093    -6.2156 -5.4416
      6  -5.3846  0.8998    -6.1529 -4.1222
      7  -5.5426  0.6562    -6.1322 -5.1240
      8  -5.4614  0.6003    -6.0017 -5.0639
      9  -5.5238  0.4595    -6.0006 -5.3527
     10  -5.6039  0.7081    -6.2241 -5.2990
     11  -5.6895  0.7122    -6.2968 -5.4314
     12  -5.7509  0.6186    -6.3013 -5.5612
     13  -5.7491  0.4682    -6.1906 -5.5793
     14  -5.7797  0.3749    -6.1856 -5.6548
     15  -5.7735  0.2863    -6.0548 -5.6622
     16  -5.7717  0.2184    -6.0495 -5.6683
     17  -5.7761  0.1666    -6.0490 -5.6854
     18  -5.7749  0.1325    -6.0467 -5.6880
     19  -5.7741  0.1099    -6.0452 -5.6899

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0587     0.0070  0.1898
      1   0.1017  0.0587     0.0069  0.1898
      2   0.1007  0.0591     0.0056  0.1897
      3   0.1009  0.0591     0.0058  0.1897
      4   0.1016  0.0586     0.0068  0.1897
      5   0.1009  0.0592     0.0061  0.1898
      6   0.0428  0.0378     0.0001  0.1173
      7   0.0512  0.0391     0.0009  0.1268
      8   0.0555  0.0417     0.0017  0.1365
      9   0.0631  0.0422     0.0052  0.1434
     10   0.0363  0.0250     0.0001  0.0798
     11   0.0359  0.0248     0.0001  0.0793
     12   0.0395  0.0262     0.0011  0.0851
     13   0.0427  0.0257     0.0043  0.0874
     14   0.0463  0.0262     0.0073  0.0914
     15   0.0493  0.0259     0.0101  0.0938
     16   0.0514  0.0255     0.0130  0.0952
     17   0.0520  0.0253     0.0144  0.0955
     18   0.0531  0.0250     0.0158  0.0961
     19   0.0541  0.0248     0.0170  0.0967

