trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1088 610.00  0.00 800.00 10.80  1
  1  791 440.00  0.00 800.00 520.00  0
  2  663 370.00  0.00 800.00 156.00  1
  3  754 420.00  0.00 800.00 260.00  1
  4  683 380.00  0.00 800.00 520.00  0
  5  844 470.00  0.00 800.00 260.00  0
  6  754 420.00  0.00 800.00 260.00  1
  7  611 340.00  0.00 800.00 520.00  1
  8  844 470.00  0.00 800.00 260.00  0
  9  611 330.00  0.00 800.00 260.00  1
 10  611 350.00  0.00 800.00 260.00  1
 11  611 350.00  0.00 800.00 260.00  1
 12  611 360.00  0.00 800.00 260.00  1
 13  611 340.00  0.00 800.00 260.00  1
 14  611 360.00  0.00 800.00 260.00  1
 15  611 320.00  0.00 800.00 260.00  1
 16  611 330.00  0.00 800.00 260.00  1
 17  611 350.00  0.00 800.00 260.00  1
 18  611 360.00  0.00 800.00 260.00  1
 19  611 350.00  0.00 800.00 260.00  1
