Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.3857  1.7511    -9.1806 -3.8705
      1  -4.9901  1.0024    -6.5080 -3.7369
      2  -5.6551  0.7135    -6.5697 -5.0255
      3  -6.0492  0.6129    -6.7445 -5.7000
      4  -5.8794  0.4939    -6.3181 -5.6235
      5  -5.7433  0.4663    -6.1862 -5.5460
      6  -5.7947  0.3522    -6.1948 -5.7962
      7  -5.8974  0.7140    -6.4999 -5.6663
      8  -5.7753  0.7371    -6.3141 -5.5393
      9  -5.8170  0.5492    -6.3020 -5.7194
     10  -5.8394  0.4127    -6.2949 -5.7973
     11  -5.8508  0.3163    -6.2903 -5.8017
     12  -5.8568  0.2513    -6.2873 -5.8047
     13  -5.8593  0.2089    -6.2850 -5.8061
     14  -5.8607  0.1826    -6.2833 -5.8074
     15  -5.8608  0.1670    -6.2820 -5.8078
     16  -5.8607  0.1576    -6.2808 -5.8082
     17  -5.8606  0.1515    -6.2798 -5.8086
     18  -5.8604  0.1473    -6.2788 -5.8090
     19  -5.8601  0.1444    -6.2780 -5.8092

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1015  0.0590     0.0055  0.1898
      1   0.1013  0.0591     0.0051  0.1898
      2   0.1018  0.0589     0.0058  0.1899
      3   0.1013  0.0590     0.0056  0.1898
      4   0.1058  0.0577     0.0094  0.1905
      5   0.1045  0.0579     0.0093  0.1902
      6   0.1157  0.0548     0.0178  0.1919
      7   0.0594  0.0417     0.0001  0.1373
      8   0.0571  0.0404     0.0001  0.1320
      9   0.0604  0.0396     0.0041  0.1340
     10   0.0630  0.0389     0.0085  0.1356
     11   0.0649  0.0384     0.0113  0.1367
     12   0.0665  0.0380     0.0139  0.1376
     13   0.0674  0.0378     0.0151  0.1382
     14   0.0685  0.0376     0.0163  0.1390
     15   0.0689  0.0374     0.0171  0.1393
     16   0.0694  0.0373     0.0178  0.1396
     17   0.0700  0.0372     0.0187  0.1400
     18   0.0707  0.0370     0.0196  0.1405
     19   0.0712  0.0369     0.0204  0.1408

