Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2662  1.3493    -3.2177 -0.1274
      1  -1.7579  1.1717    -3.4725 -1.0727
      2  -2.0209  1.0989    -3.6810 -1.5154
      3  -2.1697  1.0687    -3.8659 -1.7360
      4  -2.5227  1.3354    -6.0126 -1.9084
      5  -2.2223  0.8307    -2.7667 -1.9072
      6  -2.2134  0.6790    -2.6040 -2.1143
      7  -2.1503  0.4747    -2.3718 -2.1148
      8  -2.1334  0.3496    -2.3699 -2.1171
      9  -2.1302  0.2660    -2.3689 -2.1235
     10  -2.1186  0.1844    -2.3649 -2.1235
     11  -2.1891  0.5351    -2.5620 -2.1223
     12  -2.1495  0.3976    -2.3751 -2.1224
     13  -2.1551  0.3847    -2.4511 -2.1247
     14  -2.1467  0.3065    -2.4433 -2.1259
     15  -2.3007  0.6592    -2.7966 -2.1295
     16  -2.2361  0.5076    -2.6211 -2.1284
     17  -2.2323  0.4227    -2.6200 -2.1306
     18  -2.1953  0.3254    -2.5974 -2.1291
     19  -2.1706  0.2487    -2.5742 -2.1282

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0963  0.0614     0.0001  0.1892
      1   0.0960  0.0616     0.0001  0.1892
      2   0.0960  0.0614     0.0001  0.1891
      3   0.0961  0.0611     0.0001  0.1890
      4   0.0797  0.0622     0.0001  0.1851
      5   0.0957  0.0591     0.0012  0.1881
      6   0.1066  0.0577     0.0061  0.1903
      7   0.1149  0.0539     0.0183  0.1912
      8   0.1171  0.0523     0.0245  0.1914
      9   0.1224  0.0500     0.0319  0.1921
     10   0.1265  0.0476     0.0405  0.1925
     11   0.0717  0.0410     0.0094  0.1462
     12   0.0773  0.0400     0.0164  0.1499
     13   0.0783  0.0406     0.0165  0.1520
     14   0.0828  0.0408     0.0202  0.1565
     15   0.0434  0.0255     0.0033  0.0868
     16   0.0474  0.0251     0.0082  0.0896
     17   0.0494  0.0254     0.0100  0.0927
     18   0.0526  0.0252     0.0143  0.0953
     19   0.0552  0.0249     0.0169  0.0972

