Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6279  2.7224    -9.0020 -0.5082
      1  -2.4511  1.5190    -4.8452 -0.2814
      2  -1.1597  0.9204    -2.3427 -0.1385
      3  -0.6301  0.7276    -1.3242 -0.0807
      4  -1.0056  0.6744    -1.5445 -0.6620
      5  -1.1723  0.6691    -1.7330 -0.9307
      6  -1.5344  1.0625    -3.0794 -1.0668
      7  -1.6363  1.0006    -3.1463 -1.1496
      8  -2.1068  1.2874    -4.8559 -1.3323
      9  -1.8228  1.0010    -3.1071 -1.3253
     10  -1.6628  0.8269    -2.3705 -1.2818
     11  -1.5592  0.6815    -2.0888 -1.2478
     12  -1.6469  0.6658    -2.1590 -1.3498
     13  -1.5820  0.5362    -2.0460 -1.3450
     14  -1.6194  0.4691    -2.0621 -1.3910
     15  -1.5891  0.3588    -2.0103 -1.3894
     16  -1.6030  0.2904    -2.0161 -1.4434
     17  -1.6147  0.2379    -2.0233 -1.5521
     18  -1.6238  0.2000    -2.0320 -1.5943
     19  -1.6028  0.1569    -1.9436 -1.5930

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1023  0.0585     0.0075  0.1899
      1   0.1027  0.0583     0.0080  0.1899
      2   0.1033  0.0581     0.0085  0.1900
      3   0.1047  0.0575     0.0104  0.1902
      4   0.1010  0.0585     0.0077  0.1896
      5   0.1008  0.0592     0.0065  0.1898
      6   0.0481  0.0405     0.0001  0.1278
      7   0.0476  0.0409     0.0004  0.1294
      8   0.0203  0.0166     0.0001  0.0493
      9   0.0241  0.0173     0.0001  0.0540
     10   0.0277  0.0182     0.0010  0.0589
     11   0.0308  0.0189     0.0025  0.0629
     12   0.0299  0.0179     0.0024  0.0601
     13   0.0325  0.0182     0.0046  0.0631
     14   0.0345  0.0190     0.0060  0.0667
     15   0.0363  0.0189     0.0080  0.0682
     16   0.0385  0.0192     0.0092  0.0710
     17   0.0406  0.0196     0.0105  0.0738
     18   0.0426  0.0201     0.0119  0.0763
     19   0.0454  0.0203     0.0143  0.0797

