Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.9723  1.3727    -3.9085 -0.2115
      1  -2.9778  0.9038    -4.0899 -2.1360
      2  -2.5645  0.7673    -3.2562 -2.0411
      3  -2.2977  0.7366    -2.8288 -1.8948
      4  -2.4668  0.7081    -2.8970 -2.1995
      5  -2.3999  0.5462    -2.6380 -2.2006
      6  -2.3627  1.1075    -4.1221 -1.6442
      7  -2.5467  1.1917    -5.2288 -1.9023
      8  -2.4743  1.2114    -5.2208 -1.7469
      9  -2.3881  1.2641    -5.4090 -1.5387
     10  -2.3056  0.9749    -2.9954 -1.8775
     11  -2.2521  0.7410    -2.6278 -2.0021
     12  -2.1861  0.6216    -2.5774 -1.9868
     13  -2.1441  0.4864    -2.4792 -1.9938
     14  -2.1404  0.3677    -2.4643 -2.1152
     15  -2.1218  0.2822    -2.3716 -2.1155
     16  -2.1229  0.2132    -2.3715 -2.1209
     17  -2.1180  0.1565    -2.3696 -2.1213
     18  -2.1124  0.1199    -2.3655 -2.1213
     19  -2.1106  0.0909    -2.3643 -2.1215

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1003  0.0597     0.0025  0.1897
      1   0.0997  0.0600     0.0016  0.1896
      2   0.1011  0.0593     0.0032  0.1898
      3   0.1002  0.0594     0.0033  0.1896
      4   0.1021  0.0591     0.0034  0.1900
      5   0.1123  0.0564     0.0115  0.1915
      6   0.0509  0.0405     0.0001  0.1272
      7   0.0469  0.0376     0.0000  0.1158
      8   0.0414  0.0327     0.0000  0.0996
      9   0.0360  0.0287     0.0000  0.0862
     10   0.0405  0.0280     0.0001  0.0890
     11   0.0440  0.0273     0.0017  0.0913
     12   0.0475  0.0281     0.0048  0.0960
     13   0.0511  0.0283     0.0082  0.0998
     14   0.0542  0.0277     0.0124  0.1020
     15   0.0573  0.0278     0.0151  0.1051
     16   0.0599  0.0275     0.0182  0.1073
     17   0.0607  0.0272     0.0200  0.1077
     18   0.0633  0.0273     0.0220  0.1101
     19   0.0645  0.0271     0.0234  0.1111

