Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6191  2.7268    -9.0011 -0.4939
      1  -2.1810  1.3946    -4.3381 -0.2416
      2  -3.3241  0.8197    -4.4469 -2.4175
      3  -3.8664  0.6222    -4.5901 -3.4326
      4  -4.1439  0.5912    -4.7665 -3.8111
      5  -4.3359  0.6501    -5.2097 -4.0746
      6  -4.2171  0.3583    -4.5223 -4.0683
      7  -4.2346  0.2833    -4.5022 -4.2220
      8  -4.2232  0.1895    -4.4764 -4.2224
      9  -4.2238  0.1469    -4.4758 -4.2239
     10  -4.2238  0.1196    -4.4755 -4.2246
     11  -4.2239  0.1017    -4.4752 -4.2253
     12  -4.2209  0.0772    -4.4736 -4.2253
     13  -4.3015  0.1870    -4.7171 -4.2305
     14  -4.2921  0.1566    -4.7062 -4.2303
     15  -4.2926  0.1456    -4.7057 -4.2313
     16  -4.2933  0.1389    -4.7053 -4.2322
     17  -4.2384  0.0914    -4.5988 -4.2282
     18  -4.2359  0.0829    -4.5833 -4.2281
     19  -4.2361  0.0802    -4.5823 -4.2284

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0586     0.0070  0.1899
      1   0.1022  0.0585     0.0073  0.1899
      2   0.1013  0.0589     0.0061  0.1898
      3   0.1015  0.0591     0.0057  0.1899
      4   0.1002  0.0593     0.0050  0.1896
      5   0.0985  0.0607     0.0037  0.1897
      6   0.1122  0.0564     0.0125  0.1915
      7   0.1202  0.0535     0.0203  0.1925
      8   0.1221  0.0520     0.0263  0.1926
      9   0.1233  0.0510     0.0296  0.1927
     10   0.1239  0.0505     0.0315  0.1928
     11   0.1246  0.0500     0.0334  0.1928
     12   0.1255  0.0493     0.0359  0.1929
     13   0.0685  0.0390     0.0149  0.1423
     14   0.0702  0.0386     0.0170  0.1434
     15   0.0709  0.0384     0.0181  0.1438
     16   0.0718  0.0382     0.0193  0.1444
     17   0.0794  0.0400     0.0224  0.1541
     18   0.0801  0.0397     0.0235  0.1545
     19   0.0805  0.0396     0.0241  0.1547

