Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.3009  2.3406    -9.0699 -1.7915
      1  -3.3832  1.2873    -5.4050 -1.5984
      2  -4.3683  0.7843    -5.4981 -3.4779
      3  -3.8307  0.5633    -4.4881 -3.4215
      4  -4.0986  0.4768    -4.6577 -3.8026
      5  -4.2616  0.4645    -4.7840 -4.0678
      6  -4.2087  0.3336    -4.4802 -4.0673
      7  -4.2270  0.2512    -4.4782 -4.2220
      8  -4.2268  0.1910    -4.4774 -4.2235
      9  -4.2220  0.1392    -4.4753 -4.2237
     10  -4.2222  0.1111    -4.4751 -4.2244
     11  -4.3142  0.2666    -4.7336 -4.2288
     12  -4.2991  0.2086    -4.7164 -4.2288
     13  -4.2993  0.1800    -4.7151 -4.2301
     14  -4.2405  0.1339    -4.6215 -4.2259
     15  -4.2411  0.1149    -4.6189 -4.2271
     16  -4.2376  0.0984    -4.6010 -4.2271
     17  -4.2352  0.0881    -4.5856 -4.2271
     18  -4.2355  0.0838    -4.5848 -4.2275
     19  -4.2341  0.0793    -4.5741 -4.2275

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1016  0.0588     0.0065  0.1898
      1   0.1017  0.0588     0.0067  0.1899
      2   0.1017  0.0588     0.0065  0.1898
      3   0.1023  0.0587     0.0071  0.1900
      4   0.1021  0.0583     0.0076  0.1898
      5   0.1020  0.0592     0.0067  0.1901
      6   0.1130  0.0559     0.0145  0.1916
      7   0.1209  0.0529     0.0227  0.1926
      8   0.1223  0.0519     0.0266  0.1927
      9   0.1234  0.0509     0.0302  0.1927
     10   0.1241  0.0504     0.0320  0.1928
     11   0.0651  0.0396     0.0108  0.1401
     12   0.0675  0.0391     0.0142  0.1416
     13   0.0682  0.0389     0.0152  0.1421
     14   0.0762  0.0409     0.0179  0.1523
     15   0.0772  0.0406     0.0195  0.1529
     16   0.0782  0.0402     0.0212  0.1534
     17   0.0790  0.0400     0.0223  0.1538
     18   0.0794  0.0398     0.0229  0.1540
     19   0.0799  0.0397     0.0236  0.1543

