Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.5778  1.3106    -3.3667 -0.1647
      1  -2.3504  1.0165    -3.7429 -1.6064
      2  -2.7914  0.9501    -4.2443 -2.2764
      3  -2.9559  0.8811    -4.3447 -2.5391
      4  -3.2338  0.9582    -4.9783 -2.7319
      5  -3.6494  1.1447    -6.1303 -2.9219
      6  -4.2059  1.3566    -7.3888 -3.0189
      7  -3.8719  1.0036    -5.5973 -3.0928
      8  -4.3318  1.2620    -7.0760 -2.9864
      9  -4.2967  1.0508    -6.2471 -3.3421
     10  -4.1434  0.8264    -5.3643 -3.4092
     11  -4.0286  0.6827    -4.9548 -3.4087
     12  -4.1561  0.6332    -5.0251 -3.6056
     13  -4.0864  0.5265    -4.8246 -3.5987
     14  -4.2649  0.6167    -5.0531 -3.7468
     15  -4.2248  0.5069    -4.9293 -3.7562
     16  -4.2735  0.4375    -4.9397 -3.8974
     17  -4.3060  0.3789    -4.9448 -3.9798
     18  -4.2645  0.3262    -4.8356 -3.9731
     19  -4.3074  0.2937    -4.8669 -4.0216

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1003  0.0602     0.0001  0.1898
      1   0.0987  0.0610     0.0001  0.1896
      2   0.0945  0.0622     0.0001  0.1891
      3   0.0921  0.0619     0.0001  0.1885
      4   0.0731  0.0592     0.0001  0.1812
      5   0.0359  0.0356     0.0001  0.1075
      6   0.0157  0.0140     0.0000  0.0401
      7   0.0191  0.0149     0.0001  0.0446
      8   0.0110  0.0083     0.0000  0.0236
      9   0.0119  0.0080     0.0001  0.0243
     10   0.0133  0.0082     0.0001  0.0257
     11   0.0146  0.0084     0.0004  0.0270
     12   0.0150  0.0086     0.0005  0.0275
     13   0.0162  0.0088     0.0009  0.0293
     14   0.0138  0.0076     0.0004  0.0251
     15   0.0147  0.0076     0.0008  0.0259
     16   0.0157  0.0078     0.0011  0.0269
     17   0.0165  0.0080     0.0015  0.0276
     18   0.0175  0.0081     0.0019  0.0291
     19   0.0184  0.0083     0.0023  0.0307

