Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.8571  2.0627    -9.1287 -2.8414
      1  -4.0502  1.1580    -5.7159 -2.4798
      2  -4.8885  0.7212    -5.7880 -4.2376
      3  -4.4697  0.5739    -5.0695 -4.1012
      4  -4.3182  0.5018    -4.7656 -4.0223
      5  -4.1695  0.5111    -4.6223 -3.8591
      6  -3.8468  0.9602    -4.6185 -2.1909
      7  -4.0266  0.6451    -4.5533 -3.5633
      8  -4.1703  0.6641    -4.6968 -3.8019
      9  -4.2161  0.5435    -4.6791 -3.9946
     10  -4.1995  0.4062    -4.5842 -4.0098
     11  -4.1886  0.3086    -4.4775 -4.0183
     12  -4.0935  0.4686    -4.4725 -3.8687
     13  -4.1031  0.3558    -4.4698 -3.9599
     14  -4.1085  0.2773    -4.4684 -3.9688
     15  -4.1122  0.2244    -4.4675 -3.9745
     16  -4.1087  0.1904    -4.4648 -3.9750
     17  -4.1055  0.1695    -4.4623 -3.9752
     18  -4.1022  0.1570    -4.4601 -3.9752
     19  -4.0996  0.1497    -4.4585 -3.9751

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1003  0.0593     0.0053  0.1897
      1   0.0990  0.0597     0.0045  0.1895
      2   0.1009  0.0593     0.0049  0.1898
      3   0.1021  0.0592     0.0053  0.1901
      4   0.1049  0.0583     0.0075  0.1904
      5   0.1029  0.0590     0.0064  0.1902
      6   0.0415  0.0365     0.0001  0.1125
      7   0.0502  0.0374     0.0009  0.1212
      8   0.0495  0.0369     0.0001  0.1191
      9   0.0564  0.0384     0.0026  0.1278
     10   0.0594  0.0378     0.0074  0.1297
     11   0.0624  0.0373     0.0104  0.1319
     12   0.0398  0.0237     0.0039  0.0807
     13   0.0416  0.0233     0.0075  0.0818
     14   0.0430  0.0229     0.0092  0.0826
     15   0.0440  0.0227     0.0107  0.0833
     16   0.0447  0.0225     0.0119  0.0838
     17   0.0455  0.0224     0.0133  0.0844
     18   0.0463  0.0223     0.0143  0.0852
     19   0.0471  0.0222     0.0150  0.0858

