trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  896 500.00  0.00 800.00 104.00  0
  1  693 390.00  0.00 800.00 12.90  1
  2  679 380.00  0.00 800.00 52.00  1
  3  698 390.00  0.00 800.00 104.00  1
  4  663 370.00  0.00 800.00 156.00  0
  5  698 400.00  0.00 800.00 156.00  0
  6  698 400.00  0.00 800.00 156.00  0
  7  698 390.00  0.00 800.00 156.00  0
  8  698 380.00  0.00 800.00 156.00  0
  9  698 370.00  0.00 800.00 156.00  0
 10  698 400.00  0.00 800.00 52.00  0
 11  607 340.00  0.00 800.00 52.00  1
 12  679 380.00  0.00 800.00 52.00  1
 13  751 420.00  0.00 800.00 52.00  0
 14  535 300.00  0.00 800.00 52.00  1
 15  571 320.00  0.00 800.00 52.00  1
 16  787 440.00  0.00 800.00 52.00  0
 17  787 420.00  0.00 800.00 26.00  0
 18 1421 790.00  0.00 800.00 520.00  0
 19  409 230.00  0.00 800.00 52.00  1
