Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.3636  2.3993    -7.6574 -0.0438
      1  -1.1698  2.3785    -7.5288 -0.0295
      2  -0.7273  1.9659    -6.3709 -0.0262
      3  -0.4001  1.4894    -3.7507 -0.0248
      4  -0.2181  1.1064    -0.4018 -0.0240
      5  -0.1188  0.8084    -0.2669 -0.0236
      6  -0.0663  0.5847    -0.2633 -0.0234
      7  -2.9192  3.0811    -8.7163 -0.0471
      8  -2.1610  2.9319    -8.4434 -0.0360
      9  -1.4336  2.5833    -7.9050 -0.0301
     10  -0.8656  2.1094    -6.8361 -0.0270
     11  -0.4916  1.6245    -4.7190 -0.0255
     12  -0.2729  1.2055    -1.0278 -0.0247
     13  -0.1545  0.8914    -0.4100 -0.0242
     14  -0.0909  0.6634    -0.2713 -0.0238
     15  -0.0551  0.4904    -0.2671 -0.0236
     16  -0.0352  0.3617    -0.2645 -0.0234
     17  -0.0242  0.2668    -0.2627 -0.0233
     18  -0.0200  0.2281    -0.2616 -0.0233
     19  -0.0156  0.1678    -0.2609 -0.0233

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0737  0.0676     0.0000  0.1862
      1   0.0818  0.0681     0.0000  0.1879
      2   0.0993  0.0649     0.0000  0.1905
      3   0.1096  0.0597     0.0001  0.1914
      4   0.1175  0.0550     0.0065  0.1921
      5   0.1233  0.0512     0.0293  0.1926
      6   0.1278  0.0483     0.0404  0.1930
      7   0.0101  0.0171     0.0000  0.0441
      8   0.0149  0.0191     0.0000  0.0495
      9   0.0195  0.0197     0.0000  0.0534
     10   0.0232  0.0194     0.0000  0.0554
     11   0.0257  0.0188     0.0000  0.0570
     12   0.0271  0.0183     0.0001  0.0578
     13   0.0289  0.0179     0.0013  0.0590
     14   0.0308  0.0176     0.0030  0.0603
     15   0.0324  0.0174     0.0050  0.0613
     16   0.0339  0.0172     0.0073  0.0624
     17   0.0354  0.0171     0.0084  0.0638
     18   0.0373  0.0177     0.0093  0.0668
     19   0.0387  0.0176     0.0108  0.0679

