Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.4763  2.6646    -8.7939 -0.4686
      1  -2.2954  1.4530    -4.5763 -0.2485
      2  -1.1454  0.9169    -2.3409 -0.1305
      3  -1.7904  0.6924    -2.5144 -1.3289
      4  -2.0677  0.6326    -2.6823 -1.7368
      5  -2.2440  0.6451    -3.0441 -1.9881
      6  -2.7034  1.0510    -4.8060 -2.1207
      7  -3.4204  1.3612    -6.4588 -2.2289
      8  -2.9951  1.0561    -4.8736 -2.1869
      9  -2.7805  0.8550    -3.8906 -2.1695
     10  -3.0748  0.9942    -4.6217 -2.3584
     11  -2.9414  0.7993    -3.8834 -2.3771
     12  -2.8425  0.6625    -3.5618 -2.3614
     13  -2.7123  0.8158    -3.4967 -2.1308
     14  -2.7147  0.6598    -3.4040 -2.2463
     15  -2.6442  0.5515    -3.2461 -2.2296
     16  -2.6586  0.4504    -3.2281 -2.3624
     17  -2.7074  0.3996    -3.2717 -2.4165
     18  -2.8459  0.5039    -3.4248 -2.4946
     19  -2.8030  0.4114    -3.3629 -2.4879

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1025  0.0585     0.0072  0.1900
      1   0.1019  0.0587     0.0069  0.1899
      2   0.1019  0.0586     0.0072  0.1898
      3   0.1009  0.0591     0.0058  0.1897
      4   0.1002  0.0592     0.0054  0.1896
      5   0.0987  0.0602     0.0044  0.1896
      6   0.0420  0.0390     0.0001  0.1202
      7   0.0144  0.0121     0.0001  0.0348
      8   0.0177  0.0135     0.0001  0.0404
      9   0.0205  0.0143     0.0001  0.0446
     10   0.0154  0.0105     0.0001  0.0321
     11   0.0171  0.0106     0.0001  0.0336
     12   0.0187  0.0109     0.0008  0.0355
     13   0.0156  0.0092     0.0001  0.0294
     14   0.0169  0.0092     0.0007  0.0309
     15   0.0181  0.0094     0.0012  0.0324
     16   0.0192  0.0094     0.0019  0.0333
     17   0.0200  0.0096     0.0024  0.0342
     18   0.0166  0.0080     0.0012  0.0275
     19   0.0176  0.0080     0.0018  0.0286

