trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1103 620.00  0.00 800.00  4.30  1
  1  611 340.00  0.00 800.00 520.00  0
  2  608 340.00  0.00 800.00 104.00  0
  3  822 460.00  0.00 800.00 26.00  0
  4  784 440.00  0.00 800.00 17.20  1
  5  732 410.00  0.00 800.00 26.00  0
  6  732 410.00  0.00 800.00 21.50  1
  7  732 430.00  0.00 800.00 52.00  0
  8  732 390.00  0.00 800.00 21.50  1
  9  732 390.00  0.00 800.00 52.00  0
 10  732 390.00  0.00 800.00 52.00  1
 11 1421 790.00  0.00 800.00 520.00  0
 12  534 300.00  0.00 800.00 26.00  1
 13  697 390.00  0.00 800.00 52.00  0
 14  840 470.00  0.00 800.00 26.00  0
 15  660 370.00  0.00 800.00 26.00  1
 16  876 490.00  0.00 800.00 26.00  0
 17  678 380.00  0.00 800.00 26.00  0
 18  587 330.00  0.00 800.00 21.50  1
 19  714 400.00  0.00 800.00 26.00  0
