Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.0368  1.9332    -9.1446 -3.2035
      1  -4.5130  1.0992    -6.2267 -3.0401
      2  -3.7237  0.7266    -4.7120 -2.9516
      3  -4.2214  0.5639    -4.8641 -3.8180
      4  -4.3832  0.4843    -4.9476 -4.1809
      5  -4.2270  0.4389    -4.6622 -4.0493
      6  -4.1988  0.3314    -4.4745 -4.0570
      7  -4.2197  0.2430    -4.4742 -4.2217
      8  -4.2166  0.1784    -4.4726 -4.2222
      9  -4.2172  0.1335    -4.4723 -4.2231
     10  -4.1660  1.4187    -7.5203 -1.8759
     11  -4.1054  1.1115    -6.1254 -2.8704
     12  -4.0740  0.8688    -5.0743 -3.2846
     13  -4.0553  0.6890    -4.8899 -3.4357
     14  -4.0925  0.5647    -4.8483 -3.6142
     15  -4.0508  0.4669    -4.6992 -3.6264
     16  -3.8925  0.6298    -4.6500 -3.3089
     17  -3.9187  0.5154    -4.6241 -3.4624
     18  -3.9481  0.4354    -4.6212 -3.5501
     19  -3.9115  0.3731    -4.4790 -3.5417

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1014  0.0590     0.0058  0.1898
      1   0.1016  0.0590     0.0058  0.1899
      2   0.1023  0.0589     0.0063  0.1900
      3   0.1010  0.0591     0.0055  0.1897
      4   0.1043  0.0584     0.0075  0.1903
      5   0.1067  0.0577     0.0089  0.1907
      6   0.1148  0.0550     0.0168  0.1918
      7   0.1229  0.0517     0.0273  0.1927
      8   0.1241  0.0506     0.0310  0.1928
      9   0.1248  0.0500     0.0333  0.1928
     10   0.0120  0.0106     0.0000  0.0282
     11   0.0137  0.0103     0.0000  0.0296
     12   0.0147  0.0099     0.0001  0.0303
     13   0.0153  0.0097     0.0002  0.0306
     14   0.0166  0.0098     0.0007  0.0320
     15   0.0178  0.0099     0.0012  0.0331
     16   0.0132  0.0073     0.0004  0.0240
     17   0.0141  0.0073     0.0007  0.0249
     18   0.0150  0.0074     0.0010  0.0257
     19   0.0158  0.0074     0.0014  0.0264

