Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.8482  2.5971    -9.0242 -0.9274
      1  -7.0496  1.3972    -7.8957 -5.1522
      2  -5.9090  0.8445    -7.0827 -5.0390
      3  -5.3566  0.6518    -6.0625 -4.8816
      4  -5.0631  0.6261    -5.6624 -4.5932
      5  -4.8723  0.6918    -5.4407 -4.0081
      6  -4.2698  1.2355    -5.3316 -1.5487
      7  -4.7356  0.6890    -5.3592 -3.9753
      8  -4.8085  0.4861    -5.3202 -4.4642
      9  -4.7828  0.4032    -5.2487 -4.4808
     10  -4.6798  0.3920    -5.1725 -4.3350
     11  -4.4795  0.5658    -5.0031 -3.8581
     12  -4.1645  0.8535    -4.9857 -2.9310
     13  -4.2927  0.6489    -4.9772 -3.5833
     14  -4.3642  0.5128    -4.9747 -3.9174
     15  -4.4106  0.4167    -4.9755 -4.0554
     16  -4.4675  0.3645    -4.9881 -4.2216
     17  -4.4303  0.3145    -4.9460 -4.2172
     18  -4.3311  0.3633    -4.8478 -4.0354
     19  -4.3552  0.3009    -4.8516 -4.1336

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0070  0.1898
      1   0.1018  0.0588     0.0067  0.1899
      2   0.1008  0.0592     0.0056  0.1897
      3   0.1009  0.0594     0.0052  0.1898
      4   0.1000  0.0598     0.0045  0.1897
      5   0.0973  0.0609     0.0034  0.1894
      6   0.0347  0.0345     0.0001  0.1035
      7   0.0458  0.0366     0.0009  0.1159
      8   0.0499  0.0363     0.0032  0.1193
      9   0.0539  0.0369     0.0055  0.1239
     10   0.0516  0.0361     0.0050  0.1209
     11   0.0284  0.0190     0.0015  0.0613
     12   0.0154  0.0103     0.0001  0.0320
     13   0.0174  0.0105     0.0005  0.0337
     14   0.0192  0.0106     0.0011  0.0353
     15   0.0207  0.0106     0.0020  0.0372
     16   0.0219  0.0109     0.0027  0.0390
     17   0.0232  0.0111     0.0036  0.0404
     18   0.0205  0.0100     0.0023  0.0355
     19   0.0217  0.0100     0.0033  0.0369

