trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0   93  60.00  0.00 800.00  2.00  1
  1  698 390.00  0.00 800.00 104.00  0
  2  745 420.00  0.00 800.00  8.60  1
  3  822 460.00  0.00 800.00 26.00  0
  4  695 390.00  0.00 800.00 21.50  0
  5  764 430.00  0.00 800.00 10.80  1
  6  783 440.00  0.00 800.00 12.90  1
  7  676 380.00  0.00 800.00 17.20  0
  8  694 390.00  0.00 800.00 17.20  0
  9  712 400.00  0.00 800.00 17.20  0
 10  710 400.00  0.00 800.00 10.80  1
 11  712 400.00  0.00 800.00 12.90  1
 12  694 390.00  0.00 800.00 17.20  0
 13  712 420.00  0.00 800.00 21.50  0
 14  801 450.00  0.00 800.00 12.90  1
 15  712 420.00  0.00 800.00 21.50  0
 16  694 390.00  0.00 800.00 17.20  0
 17  712 380.00  0.00 800.00 21.50  0
 18  712 400.00  0.00 800.00 21.50  0
 19  712 420.00  0.00 800.00 21.50  0
