Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.1105  2.4501    -9.0508 -1.4245
      1  -3.0665  1.3363    -5.1442 -1.2026
      2  -4.1180  0.8013    -5.2421 -3.2166
      3  -3.5832  0.5814    -4.2884 -3.1643
      4  -3.3021  0.5235    -3.8447 -2.9626
      5  -3.1436  0.5186    -3.6098 -2.7703
      6  -3.1969  0.3642    -3.6080 -3.1655
      7  -3.1859  0.2748    -3.5871 -3.1664
      8  -3.1980  0.2098    -3.5930 -3.1757
      9  -3.1991  0.1659    -3.5919 -3.1780
     10  -3.1957  0.1325    -3.5826 -3.1781
     11  -3.1938  0.1120    -3.5764 -3.1781
     12  -3.1947  0.1012    -3.5779 -3.1788
     13  -3.2186  0.1217    -3.6318 -3.1806
     14  -3.2214  0.1193    -3.6350 -3.1809
     15  -3.2203  0.1148    -3.6329 -3.1809
     16  -3.2197  0.1125    -3.6318 -3.1809
     17  -3.2189  0.1107    -3.6303 -3.1808
     18  -3.2291  0.1174    -3.6408 -3.1817
     19  -3.2402  0.1234    -3.6489 -3.1827

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1015  0.0588     0.0065  0.1898
      1   0.1013  0.0588     0.0065  0.1898
      2   0.1014  0.0589     0.0061  0.1898
      3   0.1016  0.0588     0.0066  0.1898
      4   0.1014  0.0591     0.0061  0.1899
      5   0.1000  0.0595     0.0054  0.1896
      6   0.1118  0.0559     0.0135  0.1913
      7   0.1134  0.0548     0.0175  0.1914
      8   0.1206  0.0524     0.0254  0.1925
      9   0.1244  0.0506     0.0312  0.1929
     10   0.1251  0.0500     0.0336  0.1929
     11   0.1256  0.0495     0.0352  0.1930
     12   0.1283  0.0483     0.0388  0.1933
     13   0.1228  0.0498     0.0347  0.1924
     14   0.1253  0.0492     0.0367  0.1929
     15   0.1257  0.0490     0.0376  0.1929
     16   0.1259  0.0488     0.0381  0.1929
     17   0.1261  0.0486     0.0387  0.1929
     18   0.1272  0.0490     0.0391  0.1934
     19   0.1276  0.0494     0.0391  0.1937

