trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  194 110.00  0.00 800.00 104.00  0
  1  707 400.00  0.00 800.00  4.30  1
  2  656 370.00  0.00 800.00 10.80  1
  3  693 390.00  0.00 800.00 12.90  1
  4  694 390.00  0.00 800.00 17.20  0
  5  746 420.00  0.00 800.00 10.80  1
  6  694 410.00  0.00 800.00 21.50  0
  7  694 410.00  0.00 800.00 21.50  0
  8  694 390.00  0.00 800.00 12.90  1
  9  694 370.00  0.00 800.00 21.50  1
 10  676 380.00  0.00 800.00 17.20  1
 11  658 370.00  0.00 800.00 17.20  1
 12  749 420.00  0.00 800.00 21.50  0
 13  658 360.00  0.00 800.00 12.90  1
 14  658 390.00  0.00 800.00 12.90  1
 15  765 430.00  0.00 800.00 12.90  1
 16  731 410.00  0.00 800.00 21.50  0
 17  765 430.00  0.00 800.00 10.80  1
 18  713 400.00  0.00 800.00 21.50  0
 19  676 380.00  0.00 800.00 17.20  1
