Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.3028  1.4978    -4.5817 -0.2471
      1  -1.1989  1.0632    -2.3690 -0.1319
      2  -1.8401  0.8598    -2.6064 -1.3286
      3  -2.1108  0.7955    -2.8527 -1.7308
      4  -1.9427  0.7574    -2.3590 -1.6352
      5  -1.8705  0.6406    -2.1098 -1.6140
      6  -1.8540  0.4705    -2.1069 -1.6604
      7  -2.1488  1.1808    -4.5262 -1.6333
      8  -2.5546  1.6016    -7.0317 -1.6125
      9  -2.3325  1.2414    -5.1512 -1.6826
     10  -2.1735  0.9606    -3.0929 -1.7161
     11  -2.2401  0.9144    -3.1110 -1.8640
     12  -2.1493  0.6974    -2.6169 -1.8681
     13  -2.1674  0.5951    -2.6081 -1.9168
     14  -2.1232  0.4528    -2.4907 -1.9174
     15  -2.1306  0.3620    -2.4802 -1.9873
     16  -2.1227  0.2738    -2.4578 -2.0090
     17  -2.0988  0.2748    -2.3715 -1.9430
     18  -2.1130  0.2212    -2.3718 -2.0443
     19  -2.0825  0.3752    -2.3730 -1.8980

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1009  0.0594     0.0039  0.1898
      1   0.1009  0.0593     0.0044  0.1897
      2   0.0998  0.0598     0.0028  0.1896
      3   0.0991  0.0598     0.0027  0.1895
      4   0.1004  0.0589     0.0037  0.1895
      5   0.1096  0.0582     0.0083  0.1916
      6   0.1143  0.0556     0.0170  0.1920
      7   0.0487  0.0399     0.0001  0.1249
      8   0.0251  0.0232     0.0000  0.0664
      9   0.0278  0.0228     0.0000  0.0681
     10   0.0312  0.0227     0.0001  0.0709
     11   0.0324  0.0236     0.0001  0.0740
     12   0.0355  0.0234     0.0017  0.0763
     13   0.0390  0.0246     0.0031  0.0819
     14   0.0420  0.0244     0.0066  0.0845
     15   0.0453  0.0248     0.0085  0.0882
     16   0.0464  0.0245     0.0100  0.0888
     17   0.0459  0.0239     0.0103  0.0873
     18   0.0491  0.0245     0.0123  0.0911
     19   0.0347  0.0170     0.0076  0.0621

