Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.5843  1.6360    -5.1099 -0.2763
      1  -3.8528  0.9837    -5.2255 -2.7002
      2  -4.5051  0.7438    -5.3814 -3.9165
      3  -4.2026  0.5639    -4.7746 -3.7916
      4  -3.9388  0.5945    -4.4514 -3.5280
      5  -3.7018  0.9559    -4.6287 -2.5109
      6  -3.3809  1.4258    -6.7004 -1.3284
      7  -3.4989  1.1400    -5.6035 -2.2312
      8  -3.4296  0.9040    -4.3998 -2.4462
      9  -3.5314  0.7332    -4.3158 -2.9239
     10  -3.3581  0.8995    -4.3263 -2.5609
     11  -3.3785  0.7171    -4.1515 -2.8565
     12  -3.3965  0.5798    -4.0991 -2.9761
     13  -3.3135  0.5088    -3.9088 -2.9499
     14  -3.4108  0.5038    -3.9609 -3.0977
     15  -3.6130  0.8237    -4.5214 -3.0649
     16  -3.5773  0.6386    -4.3549 -3.1445
     17  -3.5250  0.5196    -4.1756 -3.1591
     18  -3.5402  0.4302    -4.1660 -3.2030
     19  -3.5066  0.3585    -4.0813 -3.2011

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1003  0.0596     0.0040  0.1897
      1   0.1000  0.0598     0.0037  0.1897
      2   0.0994  0.0599     0.0035  0.1896
      3   0.1018  0.0588     0.0059  0.1898
      4   0.0951  0.0599     0.0030  0.1885
      5   0.0461  0.0419     0.0001  0.1300
      6   0.0156  0.0147     0.0000  0.0407
      7   0.0189  0.0156     0.0000  0.0455
      8   0.0202  0.0153     0.0001  0.0463
      9   0.0231  0.0161     0.0002  0.0506
     10   0.0177  0.0122     0.0001  0.0375
     11   0.0195  0.0123     0.0002  0.0393
     12   0.0211  0.0123     0.0011  0.0407
     13   0.0227  0.0128     0.0017  0.0434
     14   0.0227  0.0130     0.0016  0.0438
     15   0.0142  0.0085     0.0001  0.0265
     16   0.0147  0.0082     0.0004  0.0267
     17   0.0158  0.0082     0.0009  0.0274
     18   0.0167  0.0082     0.0013  0.0283
     19   0.0176  0.0082     0.0018  0.0296

