Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.9986  1.3814    -3.9470 -0.2144
      1  -2.8710  0.9334    -4.1038 -1.8967
      2  -3.4041  0.7338    -4.2146 -2.9095
      3  -3.0972  0.6760    -3.6548 -2.7405
      4  -2.9396  0.6823    -3.3820 -2.6061
      5  -2.9583  0.5178    -3.3536 -2.9037
      6  -2.9187  0.3880    -3.1602 -2.9044
      7  -2.9420  0.4293    -3.2500 -2.9103
      8  -3.3140  1.2111    -6.3179 -2.5949
      9  -3.1939  0.9212    -4.1740 -2.7808
     10  -3.1173  0.9858    -4.4708 -2.6560
     11  -3.0405  0.7363    -3.5159 -2.7243
     12  -2.9722  0.6450    -3.3964 -2.7087
     13  -3.0522  1.3906    -6.7345 -1.7387
     14  -2.9102  1.0755    -4.6157 -1.9632
     15  -2.8284  0.8279    -3.4337 -2.0806
     16  -2.7111  1.3450    -5.9524 -1.3689
     17  -2.5802  1.0614    -3.6769 -1.4724
     18  -2.5055  0.8494    -3.3582 -1.5364
     19  -2.2753  1.1574    -3.6524 -1.0074

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1002  0.0596     0.0026  0.1897
      1   0.1001  0.0596     0.0030  0.1896
      2   0.1000  0.0597     0.0028  0.1896
      3   0.1011  0.0596     0.0028  0.1899
      4   0.1011  0.0604     0.0023  0.1902
      5   0.1129  0.0568     0.0104  0.1917
      6   0.1215  0.0534     0.0209  0.1927
      7   0.1165  0.0538     0.0180  0.1915
      8   0.0358  0.0299     0.0000  0.0886
      9   0.0399  0.0292     0.0001  0.0914
     10   0.0378  0.0284     0.0001  0.0877
     11   0.0404  0.0277     0.0001  0.0891
     12   0.0448  0.0294     0.0015  0.0963
     13   0.0155  0.0133     0.0000  0.0379
     14   0.0171  0.0130     0.0000  0.0389
     15   0.0180  0.0127     0.0001  0.0394
     16   0.0088  0.0060     0.0000  0.0173
     17   0.0095  0.0057     0.0001  0.0177
     18   0.0099  0.0055     0.0002  0.0179
     19   0.0072  0.0033     0.0001  0.0112

